mu0,qN,betaG0,betaF0,qEG,qEF,iG,iE,Kd0,gammaG0,gammaF0,kPyrS_N,kPyrS_stat,kPyrO2,kPyrDrain,kAldPyr,kAldS_N,kAldS_stat,kAldO2,kAldRed,kAcAld,kAcStress,kAcAssim,k_EA_growth,k_EA_stationary,k_IAA_growth,k_IAA_stationary,k_EO_growth,k_EO_stationary,alpha_EA_loss,alpha_IAA_loss,alpha_EO_loss,k_EA_XE,k_EA_XE_Nlim
3.083952846180991e-14,3.083952846180991e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.253502769073186,-0.049465993236224214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.797763031968325,-8.797736382712323,1.0710192288598819e-06,-1.2648800673531468e-06,1.069000858204087e-06,-2.3311722922395955e-10,-1.3365932879002194e-06,1.0693031571307188e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.034723404521352,-6.765607525130365,8.11277908555989e-06,-3.187678861612161e-07,8.22576914731125e-06,-5.626477062037338e-09,-2.130912779563232e-07,8.454605400961176e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21.71952930643961,-21.721862356510023,-0.0003195108136585153,2.7365013958539447e-07,-0.0003166297422770489,-1.2290968243178213e-08,-4.966790830470321e-07,-0.0003082946877934016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.845621825159771,-9.071988004317651,-1.261267377865131,-0.32628047288714157,0.26135201100404204,0.013745677973194445,0.11339776303450992,0.6283441602346137,-0.22179682113042296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.976043920169349,-6.165122325925484,-1.097075761235411,-0.2870752772353195,0.25012923122386493,0.014384603633181097,0.0974442816828347,0.5448012855928072,-0.2944123123170458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.452674375703127,-6.825571184748783,-2.6751719013065576,-0.7299140687721861,0.9407186134892813,0.1188455537600682,0.20443613472889885,1.223882881468911,-1.1137776174133807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.009010038455746,-6.4182963918983855,-3.2671437677634994,-0.899920172341721,1.3437093332698824,0.26103807560193815,0.21026561496716817,1.3737874120677656,-1.4049571628080553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.77731021973547,-3.0426322057899453,-2.893307531309919,-0.7962591651033673,1.6394363353782342,0.5008292393390512,0.09496625726311456,0.8889860244366925,-1.233256948316619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.138595334359563,-6.774250257812359,-7.533411519537538,-2.0574446982953725,4.565747170603009,1.419300526663153,0.20407487496560778,2.1039477762301124,-3.168362744683162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-7.48532244218687e-14,7.48532244218687e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.9433398061409489,-5.089708352377928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-6.9646731197063145e-06,-4.009825722572913e-05,-2.106867295440888e-06,2.374430585483367e-06,-2.1113700195603733e-06,-3.8253844536484394e-10,2.508505055528095e-06,-2.110633505007324e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.3084059130654312,-0.38452845232495036,7.280514360274992e-05,-2.1866229493738842e-06,7.244880647997813e-05,-1.896992933107337e-08,-8.974132548189573e-07,7.285360147009831e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-5.5855194543615504e-08,-1.1026846102879517e-08,1.7473681760786047e-08,-3.0929614425190266e-08,4.651336353115691e-08,-1.634359314550693e-09,-3.464584915254439e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
