objective,campaign_order,candidate,family,medium,horizon_h,temperature_segments,score,rationale,campaign_logdet,campaign_min_eigenvalue,campaign_max_eigenvalue,campaign_min_relative_eigenvalue,campaign_condition_number,campaign_trace_inv,campaign_rank_1e-8,var_ratio_mu0,var_reduction_mu0,var_ratio_qN,var_reduction_qN,var_ratio_betaG0,var_reduction_betaG0,var_ratio_betaF0,var_reduction_betaF0,var_ratio_qEG,var_reduction_qEG,var_ratio_qEF,var_reduction_qEF,var_ratio_iG,var_reduction_iG,var_ratio_iE,var_reduction_iE,var_ratio_Kd0,var_reduction_Kd0,var_ratio_gammaG0,var_reduction_gammaG0,var_ratio_gammaF0,var_reduction_gammaF0,var_ratio_kPyrS,var_reduction_kPyrS,var_ratio_kPyrD,var_reduction_kPyrD,var_ratio_kAldS,var_reduction_kAldS,var_ratio_kAldRed,var_reduction_kAldRed,var_ratio_kAcStress,var_reduction_kAcStress,var_ratio_qO2,var_reduction_qO2,var_ratio_k_EA_growth,var_reduction_k_EA_growth,var_ratio_k_EA_stationary,var_reduction_k_EA_stationary,var_ratio_k_IAA_growth,var_reduction_k_IAA_growth,var_ratio_k_IAA_stationary,var_reduction_k_IAA_stationary,var_ratio_k_EO_growth,var_reduction_k_EO_growth,var_ratio_k_EO_stationary,var_reduction_k_EO_stationary,var_ratio_alpha_EA_loss,var_reduction_alpha_EA_loss,var_ratio_alpha_IAA_loss,var_reduction_alpha_IAA_loss,var_ratio_alpha_EO_loss,var_reduction_alpha_EO_loss,new_param_mean_var_reduction,new_param_worst_var_reduction
reduced_d_opt,2,synthetic_high_biomass_low_N_maintenance,maintenance,synthetic,216.0,"16, 18, 20, 18",178.50611822184436,High biomass with low N creates low-growth sugar consumption windows for m0.,178.50611822184436,0.6841582604544603,217963.65407507087,3.1388639695810157e-06,318586.60002188076,2.959835987246081,26,0.8074000322535265,0.19259996774647348,0.8502523665658112,0.14974763343418884,0.47256586234985853,0.5274341376501415,0.26469663804519267,0.7353033619548073,0.6336548717100203,0.36634512828997967,0.2947772274515354,0.7052227725484645,0.25445464617752417,0.7455453538224759,0.496966170033135,0.5030338299668651,0.8265054080267794,0.1734945919732206,0.44199127541944055,0.5580087245805594,0.22676074223702333,0.7732392577629766,0.8314101992009594,0.16858980079904062,0.8626960390779564,0.13730396092204356,0.631572970550409,0.36842702944959105,0.7279474628408898,0.27205253715911015,0.2915199648250297,0.7084800351749703,0.737765449217125,0.26223455078287505,0.007873510932807899,0.9921264890671921,0.0004305507099816733,0.9995694492900183,0.014264000199222679,0.9857359998007773,0.00038398542966849007,0.9996160145703316,0.012713796264618488,0.9872862037353816,0.0003524966121218333,0.9996475033878781,0.19120579693772632,0.8087942030622737,0.15952345472826227,0.8404765452717378,0.12332729677095486,0.8766727032290451,0.6938008683801512,0.13730396092204356
reduced_d_opt,3,synthetic_glucose_rich_fructose_pulse,sugar_separation,synthetic,216.0,"17, 20, 23, 20",184.54405108603484,High glucose plus fructose pulse separates glucose and fructose uptake/yield directions.,184.54405108603484,0.7732049381810372,251914.60557773872,3.0693136525680037e-06,325805.7380884908,2.6645572727586067,26,0.7294071116891994,0.27059288831080064,0.7541431822374648,0.2458568177625352,0.30063824866808253,0.6993617513319175,0.2097545222895566,0.7902454777104434,0.5109356544680723,0.4890643455319277,0.25156209000777,0.74843790999223,0.19682860629030627,0.8031713937096937,0.4232581441420994,0.5767418558579006,0.7092182268533009,0.29078177314669906,0.34792182188188386,0.6520781781181162,0.20064036952116507,0.799359630478835,0.758787018761283,0.24121298123871704,0.8219976568061704,0.17800234319382957,0.5363974087510456,0.4636025912489544,0.7210665869259468,0.27893341307405317,0.253963176670028,0.746036823329972,0.7107037515384792,0.2892962484615208,0.0048817155138385976,0.9951182844861614,0.0003196910390822286,0.9996803089609178,0.00888142573102704,0.991118574268973,0.00028597151365590567,0.999714028486344,0.007915059372237765,0.9920849406277622,0.00026201379116359656,0.9997379862088364,0.12285373105076297,0.8771462689492371,0.10484779340598321,0.8951522065940167,0.08107035519626012,0.9189296448037398,0.724384442928869,0.17800234319382957
reduced_d_opt,4,synthetic_high_sugar_reference,synthetic_baseline,synthetic,216.0,"18, 20, 20, 18",188.22697799583716,Synthetic high-sugar operating point close to the current synthetic dataset.,188.22697799583716,0.8093463277337679,303632.99566475884,2.665541424316635e-06,375158.3040043619,2.555778033178205,26,0.6937240662151113,0.3062759337848887,0.703028178398141,0.296971821601859,0.2436067019402162,0.7563932980597838,0.1993040524132995,0.8006959475867005,0.42149976932931943,0.5785002306706806,0.2302195048771122,0.7697804951228878,0.1763016673645791,0.8236983326354209,0.36859504306113633,0.6314049569388637,0.6383129012049668,0.36168709879503325,0.30202247668958787,0.6979775233104122,0.19167837598435064,0.8083216240156493,0.6933812829153045,0.30661871708469546,0.7817266155781667,0.2182733844218333,0.4679163181099833,0.5320836818900168,0.7140764546330763,0.28592354536692366,0.22545638050744785,0.7745436194925521,0.6846427283520126,0.31535727164798744,0.00391685223364197,0.996083147766358,0.00027260757826969733,0.9997273924217303,0.007187506324171727,0.9928124936758282,0.00024150209919074814,0.9997584979008093,0.0063861717670401765,0.9936138282329599,0.0002186857749864425,0.9997813142250136,0.09937415575043249,0.9006258442495675,0.0858169558740817,0.9141830441259183,0.06640401789424379,0.9335959821057562,0.7441987843071965,0.2182733844218333
reduced_d_opt,5,synthetic_viable_biomass_step,biomass_input,synthetic,216.0,"18, 22, 22, 18",191.0870514594901,Known viable biomass addition tests rate proportionality to X and supports yield separation.,191.0870514594901,0.8394931237905505,326598.3951530864,2.570414111793339e-06,389042.3708039461,2.4271725773852406,26,0.6293802645979835,0.37061973540201654,0.6349436722956145,0.36505632770438545,0.22618243718886638,0.7738175628111337,0.18123353565418376,0.8187664643458162,0.3790385938890069,0.6209614061109932,0.21222118460956022,0.7877788153904398,0.17228921813750006,0.8277107818624999,0.33893860504501916,0.6610613949549808,0.5464106321411563,0.45358936785884374,0.2841837974584451,0.7158162025415549,0.1847748587399423,0.8152251412600577,0.6308778652885049,0.36912213471149513,0.7149227766146793,0.2850772233853207,0.42973660787721163,0.5702633921227884,0.6739296672636961,0.3260703327363039,0.1827857278556145,0.8172142721443855,0.6675138641476653,0.33248613585233466,0.003336375789969379,0.9966636242100306,0.00025450952861842766,0.9997454904713816,0.006115778943763326,0.9938842210562366,0.00022205481232128604,0.9997779451876787,0.005421135308146847,0.9945788646918532,0.0001960082042869278,0.9998039917957131,0.09132896917224226,0.9086710308277577,0.07688513012231549,0.9231148698776845,0.05673499348805303,0.943265006511947,0.7639825690388609,0.2850772233853207
reduced_d_opt,6,natural_glucose_pulse_after_growth,natural_sugar_pulse,natural,216.0,"18, 20, 22, 19",193.2355468012114,Natural must with glucose perturbation to test sugar-transfer validity.,193.2355468012114,0.852762935062141,346969.08885796764,2.457749011212987e-06,406876.3716057663,2.3683642284394524,26,0.606282684824795,0.39371731517520503,0.6035748230703479,0.39642517692965207,0.2102780250561985,0.7897219749438015,0.1744912316299664,0.8255087683700336,0.34395973927210727,0.6560402607278928,0.2002190621380408,0.7997809378619591,0.16807441055912073,0.8319255894408792,0.3132868902350595,0.6867131097649405,0.5081428919475158,0.49185710805248417,0.26760874855576977,0.7323912514442302,0.18191792302368726,0.8180820769763127,0.5801466717477444,0.41985332825225563,0.6787043960803291,0.32129560391967094,0.39365406953569987,0.6063459304643002,0.6596588803305695,0.3403411196694305,0.17086008654965582,0.8291399134503442,0.6302052951470639,0.3697947048529361,0.0029130449691039347,0.9970869550308961,0.00023571671632250136,0.9997642832836775,0.0053540836395293175,0.9946459163604707,0.00020346054526286956,0.9997965394547371,0.004737351796618038,0.995262648203382,0.00017767569599122363,0.9998223243040087,0.08235922903213294,0.9176407709678671,0.06823668580437009,0.9317633141956299,0.04924285544717287,0.9507571445528271,0.7782206997974956,0.32129560391967094
reduced_d_opt,7,synthetic_pyruvate_peak_lowN_warm_shift,secondary_pyruvate,synthetic,216.0,"16, 18, 24, 20",195.11642918723862,Low initial YAN plus warm shift targets pyruvate peak and acetaldehyde drainage without adding new states.,195.11642918723862,0.8898436748963182,373456.0123631173,2.3827268685959962e-06,419687.2134946975,2.3000748701836904,26,0.5629681052040739,0.4370318947959261,0.5849419106079826,0.4150580893920174,0.18019557845068546,0.8198044215493145,0.16354899659387023,0.8364510034061298,0.27889117127848184,0.7211088287215182,0.18266783060959788,0.8173321693904021,0.1583623056639181,0.8416376943360819,0.2731134814121656,0.7268865185878344,0.5029971045063117,0.49700289549368826,0.23334426505747596,0.766655734942524,0.17432609842558633,0.8256739015744137,0.5326335326287841,0.4673664673712159,0.6513250847394032,0.3486749152605968,0.3553543447566805,0.6446456552433195,0.6582969128659689,0.3417030871340311,0.1676159560287145,0.8323840439712855,0.6156146303412855,0.3843853696587145,0.002763097071963149,0.9972369029280369,0.0001924779188113126,0.9998075220811887,0.0050720136102917245,0.9949279863897083,0.00016550407520732105,0.9998344959247927,0.004498576728751556,0.9955014232712485,0.0001447051955663714,0.9998552948044336,0.07115783142832376,0.9288421685716762,0.05865347662033474,0.9413465233796653,0.04258501909517255,0.9574149809048275,0.7889284557929828,0.3417030871340311
reduced_d_opt,8,natural_cold_hot_switch,natural_temperature,natural,216.0,"15, 18, 23, 20",196.7855233205851,Natural matrix with temperature excitation and a modest YAN pulse.,196.7855233205851,0.9150251747240941,390716.808446169,2.341914028124443e-06,427001.15716923436,2.248283455488483,26,0.5110006216738238,0.48899937832617624,0.5194939891688997,0.48050601083110034,0.17282123412661657,0.8271787658733835,0.15609919156534544,0.8439008084346545,0.2643387421527761,0.7356612578472239,0.17665796086879398,0.8233420391312061,0.1566723464802464,0.8433276535197536,0.26192767752816937,0.7380723224718306,0.49423501352850574,0.5057649864714943,0.22554692101089896,0.7744530789891011,0.1695275554211559,0.8304724445788441,0.5026307746304884,0.49736922536951156,0.6235036919186975,0.3764963080813025,0.3362594477982003,0.6637405522017997,0.6495212118885253,0.3504787881114747,0.15837459334953713,0.8416254066504629,0.588747831371576,0.41125216862842395,0.002271255765286931,0.997728744234713,0.00018702819566376113,0.9998129718043363,0.004174137134190462,0.9958258628658095,0.00016029659000086052,0.9998397034099992,0.003692111087065334,0.9963078889129346,0.0001391584810869084,0.9998608415189131,0.0690963848387072,0.9309036151612928,0.0568528989545719,0.9431471010454281,0.04088822313958937,0.9591117768604106,0.7975667303237876,0.3504787881114747
reduced_d_opt,9,synthetic_low_yan_ladder,nitrogen_saturation,synthetic,216.0,"15, 18, 22, 22",198.30638678010706,Low-YAN ladder targets sN and qN separation.,198.30638678010706,0.930676688196158,415527.90341220226,2.239745346951899e-06,446479.3291616452,2.1913079400170408,26,0.49826352550162994,0.5017364744983701,0.509640874887689,0.49035912511231095,0.15999280656845788,0.8400071934315421,0.15012910206195837,0.8498708979380416,0.2366981046028222,0.7633018953971777,0.1668704959350737,0.8331295040649263,0.15186673589666724,0.8481332641033328,0.24226703969424848,0.7577329603057515,0.48708439556889416,0.5129156044311058,0.21180635159516967,0.7881936484048303,0.16669077470160323,0.8333092252983968,0.47543871758160516,0.5245612824183948,0.6079571087661426,0.3920428912338574,0.3173951567864979,0.6826048432135021,0.633378278367004,0.366621721632996,0.15450213429101314,0.8454978657089869,0.5714632269760922,0.4285367730239078,0.002207671710018344,0.9977923282899817,0.00016298845563353606,0.9998370115443664,0.004064846572581297,0.9959351534274187,0.00013953888162311122,0.9998604611183769,0.0036008993236034893,0.9963991006763965,0.00012131672008784222,0.9998786832799121,0.060881054283918164,0.9391189457160818,0.049301616683784556,0.9506983833162155,0.03515518846323148,0.9648448115367685,0.8056153504091441,0.366621721632996
reduced_dopt_exchange_from_hybrid,1,synthetic_fructose_rich_glucose_pulse,sugar_separation,synthetic,216.0,"17, 20, 23, 20",167.10473791231433,Fructose-rich run probes iG and fructose kinetic directions.,167.10473791231433,0.6319127928213834,201846.61315557768,3.130658389270682e-06,319421.6281875966,3.8416857942857154,26,0.8984584574407765,0.10154154255922354,0.8809589704005149,0.11904102959948515,0.5376600081068754,0.4623399918931246,0.2881376530296277,0.7118623469703723,0.7096376637633794,0.29036233623662056,0.3272209556244731,0.6727790443755268,0.26882809629190757,0.7311719037080924,0.6347180304751212,0.3652819695248788,0.8623494733316398,0.1376505266683602,0.48406847083683163,0.5159315291631683,0.23827146095590038,0.7617285390440997,0.9027745182150255,0.09722548178497448,0.9417687436520242,0.05823125634797577,0.7822327288670515,0.21776727113294847,0.9893984759050665,0.010601524094933534,0.6420825570712203,0.3579174429287797,0.9353120985930672,0.06468790140693281,0.017552198474137325,0.9824478015258626,0.0017024888110555893,0.9982975111889444,0.031271593068443265,0.9687284069315567,0.0014527775242306883,0.9985472224757693,0.02750982950924292,0.972490170490757,0.0013611174800844167,0.9986388825199156,0.409730321001999,0.590269678998001,0.35386886274337087,0.6461311372566292,0.2752305041995478,0.7247694958004522,0.5791167456589622,0.010601524094933534
reduced_dopt_exchange_from_hybrid,2,synthetic_high_biomass_low_N_maintenance,maintenance,synthetic,216.0,"16, 18, 20, 18",178.50611822184436,High biomass with low N creates low-growth sugar consumption windows for m0.,178.50611822184436,0.6841582604544603,217963.65407507087,3.1388639695810157e-06,318586.60002188076,2.959835987246081,26,0.8074000322535265,0.19259996774647348,0.8502523665658112,0.14974763343418884,0.47256586234985853,0.5274341376501415,0.26469663804519267,0.7353033619548073,0.6336548717100203,0.36634512828997967,0.2947772274515354,0.7052227725484645,0.25445464617752417,0.7455453538224759,0.496966170033135,0.5030338299668651,0.8265054080267794,0.1734945919732206,0.44199127541944055,0.5580087245805594,0.22676074223702333,0.7732392577629766,0.8314101992009594,0.16858980079904062,0.8626960390779564,0.13730396092204356,0.631572970550409,0.36842702944959105,0.7279474628408898,0.27205253715911015,0.2915199648250297,0.7084800351749703,0.737765449217125,0.26223455078287505,0.007873510932807899,0.9921264890671921,0.0004305507099816733,0.9995694492900183,0.014264000199222679,0.9857359998007773,0.00038398542966849007,0.9996160145703316,0.012713796264618488,0.9872862037353816,0.0003524966121218333,0.9996475033878781,0.19120579693772632,0.8087942030622737,0.15952345472826227,0.8404765452717378,0.12332729677095486,0.8766727032290451,0.6938008683801512,0.13730396092204356
reduced_dopt_exchange_from_hybrid,3,synthetic_glucose_rich_fructose_pulse,sugar_separation,synthetic,216.0,"17, 20, 23, 20",184.54405108603484,High glucose plus fructose pulse separates glucose and fructose uptake/yield directions.,184.54405108603484,0.7732049381810372,251914.60557773872,3.0693136525680037e-06,325805.7380884908,2.6645572727586067,26,0.7294071116891994,0.27059288831080064,0.7541431822374648,0.2458568177625352,0.30063824866808253,0.6993617513319175,0.2097545222895566,0.7902454777104434,0.5109356544680723,0.4890643455319277,0.25156209000777,0.74843790999223,0.19682860629030627,0.8031713937096937,0.4232581441420994,0.5767418558579006,0.7092182268533009,0.29078177314669906,0.34792182188188386,0.6520781781181162,0.20064036952116507,0.799359630478835,0.758787018761283,0.24121298123871704,0.8219976568061704,0.17800234319382957,0.5363974087510456,0.4636025912489544,0.7210665869259468,0.27893341307405317,0.253963176670028,0.746036823329972,0.7107037515384792,0.2892962484615208,0.0048817155138385976,0.9951182844861614,0.0003196910390822286,0.9996803089609178,0.00888142573102704,0.991118574268973,0.00028597151365590567,0.999714028486344,0.007915059372237765,0.9920849406277622,0.00026201379116359656,0.9997379862088364,0.12285373105076297,0.8771462689492371,0.10484779340598321,0.8951522065940167,0.08107035519626012,0.9189296448037398,0.724384442928869,0.17800234319382957
reduced_dopt_exchange_from_hybrid,4,synthetic_high_sugar_reference,synthetic_baseline,synthetic,216.0,"18, 20, 20, 18",188.22697799583716,Synthetic high-sugar operating point close to the current synthetic dataset.,188.22697799583716,0.8093463277337679,303632.99566475884,2.665541424316635e-06,375158.3040043619,2.555778033178205,26,0.6937240662151113,0.3062759337848887,0.703028178398141,0.296971821601859,0.2436067019402162,0.7563932980597838,0.1993040524132995,0.8006959475867005,0.42149976932931943,0.5785002306706806,0.2302195048771122,0.7697804951228878,0.1763016673645791,0.8236983326354209,0.36859504306113633,0.6314049569388637,0.6383129012049668,0.36168709879503325,0.30202247668958787,0.6979775233104122,0.19167837598435064,0.8083216240156493,0.6933812829153045,0.30661871708469546,0.7817266155781667,0.2182733844218333,0.4679163181099833,0.5320836818900168,0.7140764546330763,0.28592354536692366,0.22545638050744785,0.7745436194925521,0.6846427283520126,0.31535727164798744,0.00391685223364197,0.996083147766358,0.00027260757826969733,0.9997273924217303,0.007187506324171727,0.9928124936758282,0.00024150209919074814,0.9997584979008093,0.0063861717670401765,0.9936138282329599,0.0002186857749864425,0.9997813142250136,0.09937415575043249,0.9006258442495675,0.0858169558740817,0.9141830441259183,0.06640401789424379,0.9335959821057562,0.7441987843071965,0.2182733844218333
reduced_dopt_exchange_from_hybrid,5,synthetic_viable_biomass_step,biomass_input,synthetic,216.0,"18, 22, 22, 18",191.0870514594901,Known viable biomass addition tests rate proportionality to X and supports yield separation.,191.0870514594901,0.8394931237905505,326598.3951530864,2.570414111793339e-06,389042.3708039461,2.4271725773852406,26,0.6293802645979835,0.37061973540201654,0.6349436722956145,0.36505632770438545,0.22618243718886638,0.7738175628111337,0.18123353565418376,0.8187664643458162,0.3790385938890069,0.6209614061109932,0.21222118460956022,0.7877788153904398,0.17228921813750006,0.8277107818624999,0.33893860504501916,0.6610613949549808,0.5464106321411563,0.45358936785884374,0.2841837974584451,0.7158162025415549,0.1847748587399423,0.8152251412600577,0.6308778652885049,0.36912213471149513,0.7149227766146793,0.2850772233853207,0.42973660787721163,0.5702633921227884,0.6739296672636961,0.3260703327363039,0.1827857278556145,0.8172142721443855,0.6675138641476653,0.33248613585233466,0.003336375789969379,0.9966636242100306,0.00025450952861842766,0.9997454904713816,0.006115778943763326,0.9938842210562366,0.00022205481232128604,0.9997779451876787,0.005421135308146847,0.9945788646918532,0.0001960082042869278,0.9998039917957131,0.09132896917224226,0.9086710308277577,0.07688513012231549,0.9231148698776845,0.05673499348805303,0.943265006511947,0.7639825690388609,0.2850772233853207
reduced_dopt_exchange_from_hybrid,6,natural_glucose_pulse_after_growth,natural_sugar_pulse,natural,216.0,"18, 20, 22, 19",193.2355468012114,Natural must with glucose perturbation to test sugar-transfer validity.,193.2355468012114,0.852762935062141,346969.08885796764,2.457749011212987e-06,406876.3716057663,2.3683642284394524,26,0.606282684824795,0.39371731517520503,0.6035748230703479,0.39642517692965207,0.2102780250561985,0.7897219749438015,0.1744912316299664,0.8255087683700336,0.34395973927210727,0.6560402607278928,0.2002190621380408,0.7997809378619591,0.16807441055912073,0.8319255894408792,0.3132868902350595,0.6867131097649405,0.5081428919475158,0.49185710805248417,0.26760874855576977,0.7323912514442302,0.18191792302368726,0.8180820769763127,0.5801466717477444,0.41985332825225563,0.6787043960803291,0.32129560391967094,0.39365406953569987,0.6063459304643002,0.6596588803305695,0.3403411196694305,0.17086008654965582,0.8291399134503442,0.6302052951470639,0.3697947048529361,0.0029130449691039347,0.9970869550308961,0.00023571671632250136,0.9997642832836775,0.0053540836395293175,0.9946459163604707,0.00020346054526286956,0.9997965394547371,0.004737351796618038,0.995262648203382,0.00017767569599122363,0.9998223243040087,0.08235922903213294,0.9176407709678671,0.06823668580437009,0.9317633141956299,0.04924285544717287,0.9507571445528271,0.7782206997974956,0.32129560391967094
reduced_dopt_exchange_from_hybrid,7,synthetic_pyruvate_peak_lowN_warm_shift,secondary_pyruvate,synthetic,216.0,"16, 18, 24, 20",195.11642918723862,Low initial YAN plus warm shift targets pyruvate peak and acetaldehyde drainage without adding new states.,195.11642918723862,0.8898436748963182,373456.0123631173,2.3827268685959962e-06,419687.2134946975,2.3000748701836904,26,0.5629681052040739,0.4370318947959261,0.5849419106079826,0.4150580893920174,0.18019557845068546,0.8198044215493145,0.16354899659387023,0.8364510034061298,0.27889117127848184,0.7211088287215182,0.18266783060959788,0.8173321693904021,0.1583623056639181,0.8416376943360819,0.2731134814121656,0.7268865185878344,0.5029971045063117,0.49700289549368826,0.23334426505747596,0.766655734942524,0.17432609842558633,0.8256739015744137,0.5326335326287841,0.4673664673712159,0.6513250847394032,0.3486749152605968,0.3553543447566805,0.6446456552433195,0.6582969128659689,0.3417030871340311,0.1676159560287145,0.8323840439712855,0.6156146303412855,0.3843853696587145,0.002763097071963149,0.9972369029280369,0.0001924779188113126,0.9998075220811887,0.0050720136102917245,0.9949279863897083,0.00016550407520732105,0.9998344959247927,0.004498576728751556,0.9955014232712485,0.0001447051955663714,0.9998552948044336,0.07115783142832376,0.9288421685716762,0.05865347662033474,0.9413465233796653,0.04258501909517255,0.9574149809048275,0.7889284557929828,0.3417030871340311
reduced_dopt_exchange_from_hybrid,8,natural_cold_hot_switch,natural_temperature,natural,216.0,"15, 18, 23, 20",196.7855233205851,Natural matrix with temperature excitation and a modest YAN pulse.,196.7855233205851,0.9150251747240941,390716.808446169,2.341914028124443e-06,427001.15716923436,2.248283455488483,26,0.5110006216738238,0.48899937832617624,0.5194939891688997,0.48050601083110034,0.17282123412661657,0.8271787658733835,0.15609919156534544,0.8439008084346545,0.2643387421527761,0.7356612578472239,0.17665796086879398,0.8233420391312061,0.1566723464802464,0.8433276535197536,0.26192767752816937,0.7380723224718306,0.49423501352850574,0.5057649864714943,0.22554692101089896,0.7744530789891011,0.1695275554211559,0.8304724445788441,0.5026307746304884,0.49736922536951156,0.6235036919186975,0.3764963080813025,0.3362594477982003,0.6637405522017997,0.6495212118885253,0.3504787881114747,0.15837459334953713,0.8416254066504629,0.588747831371576,0.41125216862842395,0.002271255765286931,0.997728744234713,0.00018702819566376113,0.9998129718043363,0.004174137134190462,0.9958258628658095,0.00016029659000086052,0.9998397034099992,0.003692111087065334,0.9963078889129346,0.0001391584810869084,0.9998608415189131,0.0690963848387072,0.9309036151612928,0.0568528989545719,0.9431471010454281,0.04088822313958937,0.9591117768604106,0.7975667303237876,0.3504787881114747
reduced_dopt_exchange_from_hybrid,9,synthetic_low_yan_ladder,nitrogen_saturation,synthetic,216.0,"15, 18, 22, 22",198.30638678010706,Low-YAN ladder targets sN and qN separation.,198.30638678010706,0.930676688196158,415527.90341220226,2.239745346951899e-06,446479.3291616452,2.1913079400170408,26,0.49826352550162994,0.5017364744983701,0.509640874887689,0.49035912511231095,0.15999280656845788,0.8400071934315421,0.15012910206195837,0.8498708979380416,0.2366981046028222,0.7633018953971777,0.1668704959350737,0.8331295040649263,0.15186673589666724,0.8481332641033328,0.24226703969424848,0.7577329603057515,0.48708439556889416,0.5129156044311058,0.21180635159516967,0.7881936484048303,0.16669077470160323,0.8333092252983968,0.47543871758160516,0.5245612824183948,0.6079571087661426,0.3920428912338574,0.3173951567864979,0.6826048432135021,0.633378278367004,0.366621721632996,0.15450213429101314,0.8454978657089869,0.5714632269760922,0.4285367730239078,0.002207671710018344,0.9977923282899817,0.00016298845563353606,0.9998370115443664,0.004064846572581297,0.9959351534274187,0.00013953888162311122,0.9998604611183769,0.0036008993236034893,0.9963991006763965,0.00012131672008784222,0.9998786832799121,0.060881054283918164,0.9391189457160818,0.049301616683784556,0.9506983833162155,0.03515518846323148,0.9648448115367685,0.8056153504091441,0.366621721632996
