analysis,direction,eigenvalue,relative_eigenvalue
reduced_dopt,1,0.930676688196158,2.239745346951898e-06
reduced_dopt,2,0.9872150927504093,2.3758093852270013e-06
reduced_dopt,3,28.97264187899378,6.972490088169364e-05
reduced_dopt,4,35.63571618560845,8.576010393761194e-05
reduced_dopt,5,50.005583140958166,0.00012034229886928383
reduced_dopt,6,156.4460190334458,0.0003764994306008178
reduced_dopt,7,184.54641839733637,0.00044412521248727525
reduced_dopt,8,294.22520337560957,0.0007080756814632954
reduced_dopt,9,473.08244361352007,0.0011385094472084677
reduced_dopt,10,767.7894830980214,0.0018477447044907033
reduced_dopt,11,1168.850406899638,0.002812928800452041
reduced_dopt,12,1333.8743171929952,0.00321007158903068
reduced_dopt,13,2302.560367687128,0.0055412894026589474
reduced_dopt,14,3415.1028773135017,0.008218708898414773
reduced_dopt,15,9888.719466083501,0.02379796732031717
reduced_dopt,16,12441.12327807184,0.029940524272639
reduced_dopt,17,16546.31827213708,0.039819993161140814
reduced_dopt,18,16795.896102784463,0.04042062149102653
reduced_dopt,19,39562.5962545214,0.09521044418351715
reduced_dopt,20,44560.34903745123,0.10723792234296119
reduced_dopt,21,45771.18477351261,0.11015189208149936
reduced_dopt,22,53539.38557147533,0.1288466674122831
reduced_dopt,23,89098.56178612463,0.21442257199690182
reduced_dopt,24,90238.02136498089,0.21716476949916177
reduced_dopt,25,150032.58058781314,0.36106499552926846
reduced_dopt,26,415527.9034122024,1.0
