objective,campaign_order,candidate,family,medium,horizon_h,temperature_segments,score,rationale,campaign_logdet,campaign_min_eigenvalue,campaign_max_eigenvalue,campaign_min_relative_eigenvalue,campaign_condition_number,campaign_trace_inv,campaign_rank_1e-8,var_ratio_mu0,var_reduction_mu0,var_ratio_qN,var_reduction_qN,var_ratio_betaG0,var_reduction_betaG0,var_ratio_betaF0,var_reduction_betaF0,var_ratio_qEG,var_reduction_qEG,var_ratio_qEF,var_reduction_qEF,var_ratio_iG,var_reduction_iG,var_ratio_iE,var_reduction_iE,var_ratio_Kd0,var_reduction_Kd0,var_ratio_gammaG0,var_reduction_gammaG0,var_ratio_gammaF0,var_reduction_gammaF0,var_ratio_kPyrS,var_reduction_kPyrS,var_ratio_kPyrD,var_reduction_kPyrD,var_ratio_kAldPyr,var_reduction_kAldPyr,var_ratio_kAldS,var_reduction_kAldS,var_ratio_kAcAld,var_reduction_kAcAld,var_ratio_kAcStress,var_reduction_kAcStress,var_ratio_qO2,var_reduction_qO2,var_ratio_k_EA_growth,var_reduction_k_EA_growth,var_ratio_k_EA_stationary,var_reduction_k_EA_stationary,var_ratio_k_IAA_growth,var_reduction_k_IAA_growth,var_ratio_k_IAA_stationary,var_reduction_k_IAA_stationary,var_ratio_k_EO_growth,var_reduction_k_EO_growth,var_ratio_k_EO_stationary,var_reduction_k_EO_stationary,var_ratio_alpha_EA_loss,var_reduction_alpha_EA_loss,var_ratio_alpha_IAA_loss,var_reduction_alpha_IAA_loss,var_ratio_alpha_EO_loss,var_reduction_alpha_EO_loss,new_param_mean_var_reduction,new_param_worst_var_reduction
reduced2_d_opt,2,synthetic_high_biomass_low_N_maintenance,maintenance,synthetic,216.0,"16, 18, 20, 18",189.80025766059535,High biomass with low N creates low-growth sugar consumption windows for m0.,189.80025766059535,0.6841861918161368,218013.39714162174,3.138275907749324e-06,318646.29796593304,1.837207324952906,27,0.808304098280776,0.19169590171922402,0.8503496587815225,0.14965034121847753,0.4725573278901558,0.5274426721098442,0.2650132850744235,0.7349867149255764,0.6342046784127752,0.36579532158722483,0.2947831884504304,0.7052168115495696,0.2550792187951919,0.7449207812048081,0.49716981458063975,0.5028301854193602,0.8265020214766486,0.17349797852335136,0.4421548881753262,0.5578451118246738,0.22676523688718903,0.7732347631128109,0.8309522091904228,0.16904779080957721,0.8552865333094268,0.14471346669057317,0.6075075283395919,0.3924924716604081,0.5135351068411754,0.4864648931588246,0.41290646262681047,0.5870935373731896,0.28971552315315524,0.7102844768468448,0.7457042156696561,0.25429578433034394,0.007875452812111999,0.992124547187888,0.00043056659052539406,0.9995694334094746,0.014268133056620636,0.9857318669433793,0.0003839975833843708,0.9996160024166156,0.012717256342461103,0.9872827436575389,0.00035250545931495903,0.999647494540685,0.19121640978540316,0.8087835902145968,0.15953118915679146,0.8404688108432086,0.12333235035633804,0.876667649643662,0.7021427849829256,0.14471346669057317
reduced2_d_opt,3,synthetic_glucose_rich_fructose_pulse,sugar_separation,synthetic,216.0,"17, 20, 23, 20",195.99476923684065,High glucose plus fructose pulse separates glucose and fructose uptake/yield directions.,195.99476923684065,0.7732591044880673,252018.17487030366,3.0682672187671004e-06,325916.85426989075,1.5513314059977064,27,0.7318268922861594,0.2681731077138406,0.754310536778126,0.24568946322187402,0.30109998044487163,0.6989000195551284,0.20998302073106895,0.7900169792689311,0.5126132899412239,0.4873867100587761,0.2518109494385701,0.7481890505614299,0.1972320301852608,0.8027679698147392,0.4239366995968871,0.5760633004031128,0.7093396129298979,0.2906603870701021,0.3486587281280247,0.6513412718719753,0.20064734869693715,0.7993526513030629,0.7586886312907389,0.24131136870926106,0.8142384868322362,0.1857615131677638,0.5847522710044288,0.41524772899557116,0.41062238916183597,0.5893776108381641,0.37438063081591166,0.6256193691840883,0.25771543173920025,0.7422845682607997,0.6935044904097868,0.3064955095902132,0.004882177217497261,0.9951178227825027,0.00031970073237922315,0.9996802992676208,0.00888266735783047,0.9911173326421695,0.00028597905071885724,0.9997140209492812,0.00791608296050182,0.9920839170394982,0.0002620188061600748,0.9997379811938399,0.12286058560246152,0.8771394143975385,0.10485310131169341,0.8951468986883065,0.08107367310351138,0.9189263268964887,0.7359226051626943,0.1857615131677638
reduced2_d_opt,4,synthetic_high_sugar_reference,synthetic_baseline,synthetic,216.0,"18, 20, 20, 18",199.77608876279172,Synthetic high-sugar operating point close to the current synthetic dataset.,199.77608876279172,0.8094041397678926,303813.46797148976,2.6641483182827436e-06,375354.4775031819,1.4525393998141136,27,0.6974158382386497,0.3025841617613503,0.7032853321967357,0.2967146678032643,0.24438585990027384,0.7556141400997262,0.19955768560470086,0.8004423143952991,0.4237835909393004,0.5762164090606996,0.2306097255577915,0.7693902744422085,0.17653449989132722,0.8234655001086728,0.36930300014551476,0.6306969998544852,0.6385073252806632,0.36149267471933677,0.302953200956038,0.6970467990439619,0.1916870611578067,0.8083129388421932,0.6935013601847857,0.3064986398152143,0.7743630732860527,0.2256369267139473,0.5674416017332445,0.43255839826675546,0.35185062316610205,0.648149376833898,0.3535727252842947,0.6464272747157054,0.2336507232122054,0.7663492767877946,0.6561751598353533,0.34382484016464665,0.003917239003169945,0.99608276099683,0.00027261578522350967,0.9997273842147765,0.007188608357376935,0.9928113916426231,0.00024150720792744167,0.9997584927920725,0.006387059803768965,0.993612940196231,0.00021868822190620704,0.9997813117780938,0.09938208339402932,0.9006179166059707,0.08582255790998382,0.9141774420900162,0.06640713816380153,0.9335928618361985,0.7562254522156734,0.2256369267139473
reduced2_d_opt,5,synthetic_viable_biomass_step,biomass_input,synthetic,216.0,"18, 22, 22, 18",202.74332420468033,Known viable biomass addition tests rate proportionality to X and supports yield separation.,202.74332420468033,0.8396036353222167,326772.4667973862,2.5693830436540703e-06,389198.48968016903,1.3834778992379702,27,0.633456627245197,0.366543372754803,0.6352376784597389,0.3647623215402611,0.22679988088899578,0.7732001191110043,0.18153003432828524,0.8184699656717147,0.3811533243800689,0.6188466756199311,0.21265251844337815,0.7873474815566218,0.1724679148028933,0.8275320851971066,0.33938204589452153,0.6606179541054784,0.5465955381526153,0.4534044618473847,0.28497254568679814,0.7150274543132018,0.18479075041092247,0.8152092495890775,0.6303261958884041,0.3696738041115959,0.7063946796349815,0.2936053203650185,0.49779507788601673,0.5022049221139833,0.325050070280632,0.674949929719368,0.33011272341430015,0.6698872765856998,0.19061751682275702,0.8093824831772429,0.6322200679594574,0.3677799320405426,0.00333664407789722,0.9966633559221028,0.000254520114422616,0.9997454798855774,0.006116549198763011,0.993883450801237,0.00022206188807473968,0.9997779381119253,0.005421742276138138,0.9945782577238619,0.0001960119694972251,0.9998039880305027,0.09133667370605884,0.9086633262939412,0.07689056211582311,0.9231094378841769,0.05673793126920931,0.9432620687307907,0.777935685718598,0.2936053203650185
reduced2_d_opt,6,natural_glucose_pulse_after_growth,natural_sugar_pulse,natural,216.0,"18, 20, 22, 19",204.9777396905275,Natural must with glucose perturbation to test sugar-transfer validity.,204.9777396905275,0.8527943314984808,347155.86918790406,2.456517107123692e-06,407080.4136067624,1.3449472908041455,27,0.6111748000396985,0.3888251999603015,0.6038872708658127,0.39611272913418727,0.2108335607636278,0.7891664392363722,0.1747612614209447,0.8252387385790553,0.3459672477487807,0.6540327522512193,0.20059581673002075,0.7994041832699792,0.16824947359634335,0.8317505264036567,0.313517473600611,0.686482526399389,0.5083660088625874,0.4916339911374126,0.2683227677982503,0.7316772322017497,0.18193257835949384,0.8180674216405062,0.5796813446534135,0.4203186553465865,0.669001450663038,0.33099854933696204,0.460504358256333,0.5394956417436669,0.28817217527425426,0.7118278247257457,0.3247229539166247,0.6752770460833752,0.18060782591149774,0.8193921740885023,0.571582143666182,0.428417856333818,0.0029133050194875497,0.9970866949805125,0.00023572597783613744,0.9997642740221638,0.005354829319959375,0.9946451706800407,0.00020346565828414633,0.9997965343417159,0.0047379329810027,0.9952620670189973,0.0001776772387872677,0.9998223227612127,0.0823667021068933,0.9176332978931067,0.06824185934649003,0.9317581406535099,0.04924558017523941,0.9507544198247606,0.7945156668646673,0.33099854933696204
reduced2_d_opt,7,synthetic_pyruvate_peak_lowN_warm_shift,secondary_pyruvate,synthetic,216.0,"16, 18, 24, 20",206.87650206297994,Low initial YAN plus warm shift targets pyruvate peak and acetaldehyde drainage without adding new states.,206.87650206297994,0.8899351436097271,373667.60009920655,2.381622445653449e-06,419881.83384189964,1.2785386999282131,27,0.5665440489691606,0.43345595103083945,0.5854997664867726,0.4145002335132274,0.18039615251546828,0.8196038474845317,0.16371468308098447,0.8362853169190155,0.27987584423067696,0.720124155769323,0.18283874322690202,0.8171612567730979,0.1584796138218439,0.8415203861781562,0.27297450725235034,0.7270254927476496,0.5032353508547799,0.4967646491452201,0.2336627014163019,0.766337298583698,0.17433956895514804,0.825660431044852,0.5322176047666762,0.46778239523332377,0.6426391395288263,0.35736086047117366,0.4562929566232948,0.5437070433767053,0.26865638721164004,0.7313436127883599,0.3223537644239092,0.6776462355760908,0.1779170405359019,0.8220829594640982,0.5640584476524699,0.43594155234753007,0.002763383765936305,0.9972366162340637,0.00019250016468280758,0.9998074998353171,0.005072751708678248,0.9949272482913217,0.00016552145568606458,0.999834478544314,0.0044991668171494885,0.9955008331828505,0.00014471686514388053,0.9998552831348562,0.0711664656968743,0.9288335343031257,0.05866003933718687,0.9413399606628131,0.042588865357895765,0.9574111346421043,0.8031632030055029,0.35736086047117366
reduced2_d_opt,8,natural_cold_hot_switch,natural_temperature,natural,216.0,"15, 18, 23, 20",208.57526985821784,Natural matrix with temperature excitation and a modest YAN pulse.,208.57526985821784,0.9151191466692132,390926.95731836604,2.3408954781390314e-06,427186.9501815525,1.23984622370421,27,0.5147280881309942,0.48527191186900576,0.5201645662136481,0.47983543378635185,0.17297235938570715,0.8270276406142929,0.156262402734319,0.843737597265681,0.26523092494051903,0.734769075059481,0.17681127880147668,0.8231887211985234,0.15677736381719629,0.8432226361828037,0.26174961124010554,0.7382503887598945,0.4944802357908163,0.5055197642091838,0.22581930092581617,0.7741806990741839,0.16954138601482985,0.8304586139851702,0.5022774325928087,0.49772256740719134,0.6158721030792326,0.38412789692076743,0.44246869789816906,0.5575313021018309,0.25473623526694733,0.7452637647330527,0.3194199143462894,0.6805800856537105,0.17036096642901682,0.8296390335709831,0.5395741920539292,0.4604258079460708,0.002271490471971246,0.9977285095280287,0.00018704953766554715,0.9998129504623344,0.004174730847437401,0.9958252691525626,0.00016031323510996297,0.99983968676489,0.0036925757629899065,0.9963074242370101,0.0001391697184481714,0.9998608302815518,0.06910456609769916,0.9308954339023008,0.05685914667557975,0.9431408533244202,0.0408919306929807,0.9591080693070193,0.8111130928308578,0.38412789692076743
reduced2_d_opt,9,synthetic_low_yan_ladder,nitrogen_saturation,synthetic,216.0,"15, 18, 22, 22",210.12215565636484,Low-YAN ladder targets sN and qN separation.,210.12215565636484,0.9306967017352585,415771.37206145865,2.238481926066051e-06,446731.32642058824,1.207551856048274,27,0.5016198437082338,0.49838015629176624,0.5104679115014313,0.48953208849856866,0.16005209254147432,0.8399479074585257,0.15026409622781656,0.8497359037721834,0.23728237500525132,0.7627176249947487,0.16697030587112635,0.8330296941288736,0.15195804415396041,0.8480419558460396,0.2420059883553683,0.7579940116446318,0.487310429935442,0.512689570064558,0.21196825758522997,0.78803174241477,0.166703355498285,0.833296644501715,0.47474881550239206,0.525251184497608,0.5994113868649931,0.40058861313500693,0.4258960073513308,0.5741039926486692,0.23559236814021114,0.7644076318597889,0.31779150059764,0.6822084994023601,0.16716594662789713,0.8328340533721028,0.5177430667819204,0.4822569332180796,0.002207867868957186,0.9977921321310428,0.0001630106116580467,0.999836989388342,0.004065332582078403,0.9959346674179216,0.00013955676243248766,0.9998604432375675,0.0036012802033431697,0.9963987197966568,0.00012132914106680002,0.9998786708589332,0.06088859879016431,0.9391114012098357,0.049307382549474234,0.9506926174505258,0.035158574847811055,0.964841425152189,0.8191248734235393,0.40058861313500693
reduced2_dopt_exchange_from_hybrid,1,synthetic_fructose_rich_glucose_pulse,sugar_separation,synthetic,216.0,"17, 20, 23, 20",177.9440732427578,Fructose-rich run probes iG and fructose kinetic directions.,177.9440732427578,0.6511551635172208,201881.35679068073,3.225434848807592e-06,310035.71514386317,2.324564471136931,27,0.9001172694152003,0.09988273058479968,0.8810851934210759,0.11891480657892406,0.5384673243447187,0.46153267565528133,0.2885683124516865,0.7114316875483135,0.709755133091949,0.29024486690805096,0.3274381147369371,0.6725618852630628,0.27042295342211503,0.729577046577885,0.6347749927961563,0.36522500720384365,0.8623528304248459,0.1376471695751541,0.4840991301360006,0.5159008698639994,0.238272744455906,0.761727255544094,0.9036438927435144,0.09635610725648558,0.9456692930217117,0.054330706978288346,0.9552595364885302,0.044740463511469764,0.6277229628118788,0.3722770371881212,0.6584632170845657,0.3415367829154343,0.6590466097873288,0.34095339021267124,0.9556190160996336,0.04438098390036638,0.01755223589633483,0.9824477641036652,0.0017027639427712386,0.9982972360572288,0.03127165574118669,0.9687283442588133,0.0014530466436130588,0.998546953356387,0.02750988175768959,0.9724901182423105,0.0013613831029189846,0.998638616897081,0.4097306100503232,0.5902693899496768,0.3538690656684555,0.6461309343315444,0.2752305877267927,0.7247694122732073,0.573430890089547,0.04438098390036638
reduced2_dopt_exchange_from_hybrid,2,synthetic_high_biomass_low_N_maintenance,maintenance,synthetic,216.0,"16, 18, 20, 18",189.80025766059535,High biomass with low N creates low-growth sugar consumption windows for m0.,189.80025766059535,0.6841861918161368,218013.39714162174,3.138275907749324e-06,318646.29796593304,1.837207324952906,27,0.808304098280776,0.19169590171922402,0.8503496587815225,0.14965034121847753,0.4725573278901558,0.5274426721098442,0.2650132850744235,0.7349867149255764,0.6342046784127752,0.36579532158722483,0.2947831884504304,0.7052168115495696,0.2550792187951919,0.7449207812048081,0.49716981458063975,0.5028301854193602,0.8265020214766486,0.17349797852335136,0.4421548881753262,0.5578451118246738,0.22676523688718903,0.7732347631128109,0.8309522091904228,0.16904779080957721,0.8552865333094268,0.14471346669057317,0.6075075283395919,0.3924924716604081,0.5135351068411754,0.4864648931588246,0.41290646262681047,0.5870935373731896,0.28971552315315524,0.7102844768468448,0.7457042156696561,0.25429578433034394,0.007875452812111999,0.992124547187888,0.00043056659052539406,0.9995694334094746,0.014268133056620636,0.9857318669433793,0.0003839975833843708,0.9996160024166156,0.012717256342461103,0.9872827436575389,0.00035250545931495903,0.999647494540685,0.19121640978540316,0.8087835902145968,0.15953118915679146,0.8404688108432086,0.12333235035633804,0.876667649643662,0.7021427849829256,0.14471346669057317
reduced2_dopt_exchange_from_hybrid,3,synthetic_glucose_rich_fructose_pulse,sugar_separation,synthetic,216.0,"17, 20, 23, 20",195.99476923684065,High glucose plus fructose pulse separates glucose and fructose uptake/yield directions.,195.99476923684065,0.7732591044880673,252018.17487030366,3.0682672187671004e-06,325916.85426989075,1.5513314059977064,27,0.7318268922861594,0.2681731077138406,0.754310536778126,0.24568946322187402,0.30109998044487163,0.6989000195551284,0.20998302073106895,0.7900169792689311,0.5126132899412239,0.4873867100587761,0.2518109494385701,0.7481890505614299,0.1972320301852608,0.8027679698147392,0.4239366995968871,0.5760633004031128,0.7093396129298979,0.2906603870701021,0.3486587281280247,0.6513412718719753,0.20064734869693715,0.7993526513030629,0.7586886312907389,0.24131136870926106,0.8142384868322362,0.1857615131677638,0.5847522710044288,0.41524772899557116,0.41062238916183597,0.5893776108381641,0.37438063081591166,0.6256193691840883,0.25771543173920025,0.7422845682607997,0.6935044904097868,0.3064955095902132,0.004882177217497261,0.9951178227825027,0.00031970073237922315,0.9996802992676208,0.00888266735783047,0.9911173326421695,0.00028597905071885724,0.9997140209492812,0.00791608296050182,0.9920839170394982,0.0002620188061600748,0.9997379811938399,0.12286058560246152,0.8771394143975385,0.10485310131169341,0.8951468986883065,0.08107367310351138,0.9189263268964887,0.7359226051626943,0.1857615131677638
reduced2_dopt_exchange_from_hybrid,4,synthetic_high_sugar_reference,synthetic_baseline,synthetic,216.0,"18, 20, 20, 18",199.77608876279172,Synthetic high-sugar operating point close to the current synthetic dataset.,199.77608876279172,0.8094041397678926,303813.46797148976,2.6641483182827436e-06,375354.4775031819,1.4525393998141136,27,0.6974158382386497,0.3025841617613503,0.7032853321967357,0.2967146678032643,0.24438585990027384,0.7556141400997262,0.19955768560470086,0.8004423143952991,0.4237835909393004,0.5762164090606996,0.2306097255577915,0.7693902744422085,0.17653449989132722,0.8234655001086728,0.36930300014551476,0.6306969998544852,0.6385073252806632,0.36149267471933677,0.302953200956038,0.6970467990439619,0.1916870611578067,0.8083129388421932,0.6935013601847857,0.3064986398152143,0.7743630732860527,0.2256369267139473,0.5674416017332445,0.43255839826675546,0.35185062316610205,0.648149376833898,0.3535727252842947,0.6464272747157054,0.2336507232122054,0.7663492767877946,0.6561751598353533,0.34382484016464665,0.003917239003169945,0.99608276099683,0.00027261578522350967,0.9997273842147765,0.007188608357376935,0.9928113916426231,0.00024150720792744167,0.9997584927920725,0.006387059803768965,0.993612940196231,0.00021868822190620704,0.9997813117780938,0.09938208339402932,0.9006179166059707,0.08582255790998382,0.9141774420900162,0.06640713816380153,0.9335928618361985,0.7562254522156734,0.2256369267139473
reduced2_dopt_exchange_from_hybrid,5,synthetic_viable_biomass_step,biomass_input,synthetic,216.0,"18, 22, 22, 18",202.74332420468033,Known viable biomass addition tests rate proportionality to X and supports yield separation.,202.74332420468033,0.8396036353222167,326772.4667973862,2.5693830436540703e-06,389198.48968016903,1.3834778992379702,27,0.633456627245197,0.366543372754803,0.6352376784597389,0.3647623215402611,0.22679988088899578,0.7732001191110043,0.18153003432828524,0.8184699656717147,0.3811533243800689,0.6188466756199311,0.21265251844337815,0.7873474815566218,0.1724679148028933,0.8275320851971066,0.33938204589452153,0.6606179541054784,0.5465955381526153,0.4534044618473847,0.28497254568679814,0.7150274543132018,0.18479075041092247,0.8152092495890775,0.6303261958884041,0.3696738041115959,0.7063946796349815,0.2936053203650185,0.49779507788601673,0.5022049221139833,0.325050070280632,0.674949929719368,0.33011272341430015,0.6698872765856998,0.19061751682275702,0.8093824831772429,0.6322200679594574,0.3677799320405426,0.00333664407789722,0.9966633559221028,0.000254520114422616,0.9997454798855774,0.006116549198763011,0.993883450801237,0.00022206188807473968,0.9997779381119253,0.005421742276138138,0.9945782577238619,0.0001960119694972251,0.9998039880305027,0.09133667370605884,0.9086633262939412,0.07689056211582311,0.9231094378841769,0.05673793126920931,0.9432620687307907,0.777935685718598,0.2936053203650185
reduced2_dopt_exchange_from_hybrid,6,natural_glucose_pulse_after_growth,natural_sugar_pulse,natural,216.0,"18, 20, 22, 19",204.9777396905275,Natural must with glucose perturbation to test sugar-transfer validity.,204.9777396905275,0.8527943314984808,347155.86918790406,2.456517107123692e-06,407080.4136067624,1.3449472908041455,27,0.6111748000396985,0.3888251999603015,0.6038872708658127,0.39611272913418727,0.2108335607636278,0.7891664392363722,0.1747612614209447,0.8252387385790553,0.3459672477487807,0.6540327522512193,0.20059581673002075,0.7994041832699792,0.16824947359634335,0.8317505264036567,0.313517473600611,0.686482526399389,0.5083660088625874,0.4916339911374126,0.2683227677982503,0.7316772322017497,0.18193257835949384,0.8180674216405062,0.5796813446534135,0.4203186553465865,0.669001450663038,0.33099854933696204,0.460504358256333,0.5394956417436669,0.28817217527425426,0.7118278247257457,0.3247229539166247,0.6752770460833752,0.18060782591149774,0.8193921740885023,0.571582143666182,0.428417856333818,0.0029133050194875497,0.9970866949805125,0.00023572597783613744,0.9997642740221638,0.005354829319959375,0.9946451706800407,0.00020346565828414633,0.9997965343417159,0.0047379329810027,0.9952620670189973,0.0001776772387872677,0.9998223227612127,0.0823667021068933,0.9176332978931067,0.06824185934649003,0.9317581406535099,0.04924558017523941,0.9507544198247606,0.7945156668646673,0.33099854933696204
reduced2_dopt_exchange_from_hybrid,7,synthetic_pyruvate_peak_lowN_warm_shift,secondary_pyruvate,synthetic,216.0,"16, 18, 24, 20",206.87650206297994,Low initial YAN plus warm shift targets pyruvate peak and acetaldehyde drainage without adding new states.,206.87650206297994,0.8899351436097271,373667.60009920655,2.381622445653449e-06,419881.83384189964,1.2785386999282131,27,0.5665440489691606,0.43345595103083945,0.5854997664867726,0.4145002335132274,0.18039615251546828,0.8196038474845317,0.16371468308098447,0.8362853169190155,0.27987584423067696,0.720124155769323,0.18283874322690202,0.8171612567730979,0.1584796138218439,0.8415203861781562,0.27297450725235034,0.7270254927476496,0.5032353508547799,0.4967646491452201,0.2336627014163019,0.766337298583698,0.17433956895514804,0.825660431044852,0.5322176047666762,0.46778239523332377,0.6426391395288263,0.35736086047117366,0.4562929566232948,0.5437070433767053,0.26865638721164004,0.7313436127883599,0.3223537644239092,0.6776462355760908,0.1779170405359019,0.8220829594640982,0.5640584476524699,0.43594155234753007,0.002763383765936305,0.9972366162340637,0.00019250016468280758,0.9998074998353171,0.005072751708678248,0.9949272482913217,0.00016552145568606458,0.999834478544314,0.0044991668171494885,0.9955008331828505,0.00014471686514388053,0.9998552831348562,0.0711664656968743,0.9288335343031257,0.05866003933718687,0.9413399606628131,0.042588865357895765,0.9574111346421043,0.8031632030055029,0.35736086047117366
reduced2_dopt_exchange_from_hybrid,8,natural_cold_hot_switch,natural_temperature,natural,216.0,"15, 18, 23, 20",208.57526985821784,Natural matrix with temperature excitation and a modest YAN pulse.,208.57526985821784,0.9151191466692132,390926.95731836604,2.3408954781390314e-06,427186.9501815525,1.23984622370421,27,0.5147280881309942,0.48527191186900576,0.5201645662136481,0.47983543378635185,0.17297235938570715,0.8270276406142929,0.156262402734319,0.843737597265681,0.26523092494051903,0.734769075059481,0.17681127880147668,0.8231887211985234,0.15677736381719629,0.8432226361828037,0.26174961124010554,0.7382503887598945,0.4944802357908163,0.5055197642091838,0.22581930092581617,0.7741806990741839,0.16954138601482985,0.8304586139851702,0.5022774325928087,0.49772256740719134,0.6158721030792326,0.38412789692076743,0.44246869789816906,0.5575313021018309,0.25473623526694733,0.7452637647330527,0.3194199143462894,0.6805800856537105,0.17036096642901682,0.8296390335709831,0.5395741920539292,0.4604258079460708,0.002271490471971246,0.9977285095280287,0.00018704953766554715,0.9998129504623344,0.004174730847437401,0.9958252691525626,0.00016031323510996297,0.99983968676489,0.0036925757629899065,0.9963074242370101,0.0001391697184481714,0.9998608302815518,0.06910456609769916,0.9308954339023008,0.05685914667557975,0.9431408533244202,0.0408919306929807,0.9591080693070193,0.8111130928308578,0.38412789692076743
reduced2_dopt_exchange_from_hybrid,9,synthetic_low_yan_ladder,nitrogen_saturation,synthetic,216.0,"15, 18, 22, 22",210.12215565636484,Low-YAN ladder targets sN and qN separation.,210.12215565636484,0.9306967017352585,415771.37206145865,2.238481926066051e-06,446731.32642058824,1.207551856048274,27,0.5016198437082338,0.49838015629176624,0.5104679115014313,0.48953208849856866,0.16005209254147432,0.8399479074585257,0.15026409622781656,0.8497359037721834,0.23728237500525132,0.7627176249947487,0.16697030587112635,0.8330296941288736,0.15195804415396041,0.8480419558460396,0.2420059883553683,0.7579940116446318,0.487310429935442,0.512689570064558,0.21196825758522997,0.78803174241477,0.166703355498285,0.833296644501715,0.47474881550239206,0.525251184497608,0.5994113868649931,0.40058861313500693,0.4258960073513308,0.5741039926486692,0.23559236814021114,0.7644076318597889,0.31779150059764,0.6822084994023601,0.16716594662789713,0.8328340533721028,0.5177430667819204,0.4822569332180796,0.002207867868957186,0.9977921321310428,0.0001630106116580467,0.999836989388342,0.004065332582078403,0.9959346674179216,0.00013955676243248766,0.9998604432375675,0.0036012802033431697,0.9963987197966568,0.00012132914106680002,0.9998786708589332,0.06088859879016431,0.9391114012098357,0.049307382549474234,0.9506926174505258,0.035158574847811055,0.964841425152189,0.8191248734235393,0.40058861313500693
