policy,objective,campaign_order,candidate,family,medium,horizon_h,temperature_segments,score,rationale,campaign_logdet,campaign_min_eigenvalue,campaign_max_eigenvalue,campaign_min_relative_eigenvalue,campaign_condition_number,campaign_trace_inv,campaign_rank_1e-8,var_ratio_mu0,var_reduction_mu0,var_ratio_qN,var_reduction_qN,var_ratio_betaG0,var_reduction_betaG0,var_ratio_betaF0,var_reduction_betaF0,var_ratio_qEG,var_reduction_qEG,var_ratio_qEF,var_reduction_qEF,var_ratio_iG,var_reduction_iG,var_ratio_iE,var_reduction_iE,var_ratio_Kd0,var_reduction_Kd0,var_ratio_gammaG0,var_reduction_gammaG0,var_ratio_gammaF0,var_reduction_gammaF0,var_ratio_kPyrS_N,var_reduction_kPyrS_N,var_ratio_kPyrO2,var_reduction_kPyrO2,var_ratio_kPyrDrain,var_reduction_kPyrDrain,var_ratio_kAldS_N,var_reduction_kAldS_N,var_ratio_kAcAld,var_reduction_kAcAld,var_ratio_kAcStress,var_reduction_kAcStress,var_ratio_k_EA_growth,var_reduction_k_EA_growth,var_ratio_k_EA_stationary,var_reduction_k_EA_stationary,var_ratio_k_IAA_growth,var_reduction_k_IAA_growth,var_ratio_k_IAA_stationary,var_reduction_k_IAA_stationary,var_ratio_k_EO_growth,var_reduction_k_EO_growth,var_ratio_k_EO_stationary,var_reduction_k_EO_stationary,var_ratio_alpha_EA_loss,var_reduction_alpha_EA_loss,var_ratio_alpha_IAA_loss,var_reduction_alpha_IAA_loss,var_ratio_alpha_EO_loss,var_reduction_alpha_EO_loss,new_param_mean_var_reduction,new_param_worst_var_reduction
balanced,d_opt,2,synthetic_high_biomass_low_N_maintenance,maintenance,synthetic,216.0,"16, 18, 20, 18",182.31517626772052,High biomass with low N creates low-growth sugar consumption windows for m0.,182.31517626772052,0.6844487513756076,213766.9529867308,3.2018454761718645e-06,312319.8815939122,1.8017405370208786,26,0.7247074411386378,0.27529255886136217,0.7684691264037864,0.2315308735962136,0.46372396497741514,0.5362760350225848,0.25439887754921486,0.7456011224507851,0.5853070639587593,0.4146929360412407,0.2741862508793945,0.7258137491206055,0.2587312335005166,0.7412687664994835,0.4650873965659522,0.5349126034340478,0.8250141685650084,0.17498583143499158,0.4246099202676578,0.5753900797323421,0.22667851072282186,0.7733214892771781,0.6171897219847583,0.3828102780152417,0.5127304004025983,0.4872695995974017,0.5982271615607837,0.4017728384392163,0.7500505635984763,0.24994943640152367,0.9075223434240316,0.0924776565759684,0.2823875741173551,0.7176124258826448,0.00788199380178612,0.9921180061982139,0.0004308588023993061,0.9995691411976007,0.014271981212288714,0.9857280187877113,0.00038425516138560975,0.9996157448386144,0.012721053946597357,0.9872789460534026,0.00035271064872916615,0.9996472893512708,0.19129362797108954,0.8087063720289105,0.1595894656855353,0.8404105343144647,0.12336854701200853,0.8766314529879915,0.8454359625651631,0.0924776565759684
balanced,d_opt,3,synthetic_lit_SM410_18C_highN_ester,literature_nitrogen_high,synthetic,216.0,"18, 18, 18, 18",189.55824146081588,Literature SM410-like high YAN tests ester capacity and nitrogen-saturated aroma phase.,189.55824146081588,0.7214970798342631,258569.56879038102,2.7903402678416944e-06,358379.2312087773,1.643331942935194,26,0.46178972736339424,0.5382102726366058,0.4817233609997546,0.5182766390002453,0.3445777061473081,0.6554222938526919,0.23249792173110567,0.7675020782688944,0.4297028557359547,0.5702971442640453,0.23817761401925155,0.7618223859807485,0.21841243045116848,0.7815875695488315,0.3721029673567499,0.62789703264325,0.6690399110289382,0.33096008897106177,0.3476286495252742,0.6523713504747257,0.21503907692596153,0.7849609230740384,0.5066514854215303,0.49334851457846973,0.45377239444425155,0.5462276055557485,0.505044865550216,0.494955134449784,0.5779302150679357,0.42206978493206426,0.839453410799579,0.16054658920042097,0.21782143405242366,0.7821785659475764,0.003321678691841489,0.9966783213081585,0.00035925755541329086,0.9996407424445867,0.00608251247136131,0.9939174875286387,0.0003219354045550662,0.999678064595445,0.005407407387728069,0.994592592612272,0.000292701761336283,0.9997072982386637,0.15363323080135358,0.8463667691986464,0.1318854872744221,0.8681145127255779,0.10152884238110145,0.8984711576188985,0.8672629183108078,0.16054658920042097
balanced,d_opt,4,synthetic_glucose_rich_fructose_pulse,sugar_separation,synthetic,216.0,"17, 20, 23, 20",193.89835265869823,High glucose plus fructose pulse separates glucose and fructose uptake/yield directions.,193.89835265869823,0.8050078489814915,292285.42533263785,2.7541840242815583e-06,363083.9447123925,1.4278833495965402,26,0.429157610151605,0.570842389848395,0.4354933613192537,0.5645066386807462,0.24191050397904842,0.7580894960209515,0.18816745870908386,0.8118325412909162,0.36730287065862666,0.6326971293413733,0.21226958380717684,0.7877304161928231,0.17966900706678215,0.8203309929332179,0.3300865897808398,0.6699134102191602,0.5914554866637408,0.4085445133362592,0.28726135265654806,0.7127386473434519,0.19273458887812894,0.8072654111218711,0.4809788582600991,0.5190211417399009,0.4463339796245765,0.5536660203754236,0.491372245662261,0.508627754337739,0.5293310011633279,0.4706689988366721,0.8141904680275919,0.18580953197240813,0.19554703627952144,0.8044529637204786,0.0027778741840500344,0.9972221258159499,0.0002828531657102538,0.9997171468342897,0.005087987977190316,0.9949120120228097,0.0002514267623335433,0.9997485732376664,0.0045196163286541375,0.9954803836713458,0.0002281487261773579,0.9997718512738226,0.1067609326908593,0.8932390673091407,0.0918809188633765,0.9081190811366235,0.07060558555905698,0.9293944144409431,0.8825333774032252,0.18580953197240813
balanced,d_opt,5,synthetic_high_sugar_reference,synthetic_baseline,synthetic,216.0,"18, 20, 20, 18",196.74917267653785,Synthetic high-sugar operating point close to the current synthetic dataset.,196.74917267653785,0.8375532248803489,341053.95082707854,2.4557792772938903e-06,407202.71941619087,1.352026800160752,26,0.4106604035647035,0.5893395964352965,0.4070129569961264,0.5929870430038736,0.2059671235660522,0.7940328764339478,0.1803406202114548,0.8196593797885452,0.31602278314986904,0.683977216850131,0.19904594653218058,0.8009540534678194,0.1649216498111284,0.8350783501888717,0.296227190095002,0.703772809904998,0.5423415078020071,0.4576584921979929,0.2567608217468235,0.7432391782531764,0.18524528808965718,0.8147547119103429,0.46194249073978166,0.5380575092602183,0.43786474997820757,0.5621352500217924,0.48046383495159284,0.5195361650484072,0.4966931978662807,0.5033068021337193,0.7957894733118152,0.20421052668818485,0.1774658533213265,0.8225341466786735,0.0024907599248960408,0.997509240075104,0.00024468880839777305,0.9997553111916022,0.004581782163548507,0.9954182178364515,0.00021573061336205618,0.9997842693866379,0.004063988191668774,0.9959360118083312,0.00019403948200549513,0.9998059605179945,0.08866543459153395,0.911334565408466,0.07706543606180577,0.9229345639381943,0.059437137387435564,0.9405628626125644,0.8899805160129276,0.20421052668818485
balanced,d_opt,6,synthetic_viable_biomass_step,biomass_input,synthetic,216.0,"18, 22, 22, 18",199.07678702001115,Known viable biomass addition tests rate proportionality to X and supports yield separation.,199.07678702001115,0.8701083885269207,364728.67093568004,2.3856319995209932e-06,419176.1345424559,1.2927104962730682,26,0.3867099685686661,0.6132900314313339,0.37894132149027604,0.621058678509724,0.19325594795299733,0.8067440520470026,0.16420696207838387,0.8357930379216161,0.2880732826049151,0.711926717395085,0.18508090210463424,0.8149190978953658,0.16139908476668272,0.8386009152333173,0.27520287392685155,0.7247971260731485,0.4742095375617826,0.5257904624382175,0.24398415390768904,0.756015846092311,0.17831298724003308,0.8216870127599669,0.44092272627566065,0.5590772737243394,0.41714629890287813,0.5828537010971219,0.4504815308082032,0.5495184691917968,0.46964473764516057,0.5303552623548394,0.7797117152527955,0.22028828474720452,0.148902214884457,0.851097785115543,0.002278417498894939,0.9977215825011051,0.00022999037534258336,0.9997700096246575,0.004180781136895033,0.995819218863105,0.0002003187341674367,0.9997996812658325,0.003698720106320869,0.9963012798936791,0.0001762466251404963,0.9998237533748595,0.08223920280202943,0.9177607971979705,0.0697189275901468,0.9302810724098531,0.05139604657326489,0.9486039534267351,0.8961152198564132,0.22028828474720452
balanced,d_opt,7,synthetic_lit_SM410_24C_highN_strip,literature_temp_strip,synthetic,168.0,"20, 24, 24, 20",201.0479575671353,High YAN plus warm high-rate fermentation excites CO2 stripping and temperature-partition effects.,201.0479575671353,0.8866542149223443,399091.9234227926,2.2216791743566177e-06,450109.9940722057,1.2518644571067907,26,0.37062567008000286,0.6293743299199972,0.36987929129580943,0.6301207087041906,0.17944973819975785,0.8205502618002422,0.15935265892681572,0.8406473410731843,0.26353022892496053,0.7364697710750394,0.17694202412633167,0.8230579758736684,0.15721789001669936,0.8427821099833006,0.2553998404139339,0.7446001595860661,0.4598494197108179,0.5401505802891822,0.22963840660973692,0.7703615933902631,0.17498563253530608,0.8250143674646939,0.4058394103556011,0.5941605896443989,0.41322710854136424,0.5867728914586358,0.44991500066904155,0.5500849993309584,0.4349564879500092,0.5650435120499908,0.7586865868001799,0.24131341319982014,0.14637034041215333,0.8536296595878466,0.0019376173640554177,0.9980623826359446,0.0002007392325532163,0.9997992607674467,0.0035560120935098877,0.9964439879064901,0.00017544455385643673,0.9998245554461436,0.0031461193173558818,0.9968538806826441,0.00015499142477017107,0.9998450085752298,0.06998055388968205,0.930019446110318,0.05975434737614624,0.9402456526238537,0.04413562839084804,0.9558643716091519,0.9010819653768082,0.24131341319982014
balanced,d_opt,8,synthetic_lit_SM70_warm_shift_Nrescue,literature_nitrogen_timing,synthetic,216.0,"16, 18, 24, 20",202.8051702289451,Low initial YAN with operational N rescue tests phase transition timing and practical nutrient intervention.,202.8051702289451,0.9263982919528118,429822.5381754787,2.1553041305958736e-06,463971.6436322755,1.1887796647758133,26,0.3614814020536292,0.6385185979463708,0.3654397143798267,0.6345602856201733,0.1609322679884837,0.8390677320115163,0.15258354456489753,0.8474164554351025,0.232877071190398,0.767122928809602,0.1666326174375337,0.8333673825624663,0.14953309022614505,0.850466909773855,0.2336730465400795,0.7663269534599205,0.45545017769138935,0.5445498223086107,0.20698707104785094,0.793012928952149,0.16747859542336077,0.8325214045766393,0.3681534662140072,0.6318465337859929,0.3357947956636238,0.6642052043363762,0.39016123235403205,0.609838767645968,0.4188110284598102,0.5811889715401898,0.7532204032979304,0.24677959670206961,0.1430303460553163,0.8569696539446837,0.0018650346387592055,0.9981349653612408,0.0001714589882501927,0.9998285410117498,0.0034206228590936763,0.9965793771409063,0.0001490835800454124,0.9998509164199546,0.003025458509563376,0.9969745414904366,0.00013151741035048595,0.9998684825896496,0.06109579283715715,0.9389042071628428,0.05176118742610355,0.9482388125738964,0.0383532533005253,0.9616467466994747,0.9039796219179004,0.24677959670206961
balanced,d_opt,9,synthetic_lit_SM230_18C_midN_reference,literature_nitrogen_mid,synthetic,216.0,"18, 18, 18, 18",204.358782306733,Literature SM230-like mid YAN reference near reported higher-alcohol optimum.,204.358782306733,0.949754984173188,472425.9354074069,2.0103785863368107e-06,497418.74828767404,1.15419884520681,26,0.35350623313838775,0.6464937668616122,0.35151193971291744,0.6484880602870826,0.14776393862166803,0.852236061378332,0.1483093426976968,0.8516906573023032,0.21370855222835483,0.7862914477716452,0.15952523853770448,0.8404747614622955,0.14246944277030388,0.8575305572296961,0.2188227156556845,0.7811772843443154,0.44762026941478145,0.5523797305852185,0.19427017821406603,0.805729821785934,0.16335994593719827,0.8366400540628017,0.35718068578957224,0.6428193142104277,0.3278397421464204,0.6721602578535796,0.3844496902598843,0.6155503097401157,0.4027221627461559,0.5972778372538441,0.7423849061163976,0.2576150938836024,0.13546677157591694,0.8645332284240831,0.0017692736496567123,0.9982307263503433,0.00015751324635213145,0.9998424867536478,0.003248810481162979,0.996751189518837,0.00013589571575661365,0.9998641042842434,0.0028698338268763886,0.9971301661731237,0.00011938884141480765,0.9998806111585852,0.056121762826373295,0.9438782371736267,0.04747541280395479,0.9525245871960452,0.035194702379505526,0.9648052976204945,0.9068232480487847,0.2576150938836024
balanced,dopt_exchange_from_hybrid_balanced,1,synthetic_fructose_rich_glucose_pulse,sugar_separation,synthetic,216.0,"17, 20, 23, 20",171.085511977526,Fructose-rich run probes iG and fructose kinetic directions.,171.085511977526,0.6515493881714088,199103.9663466356,3.272407878791705e-06,305585.37842453714,2.2704510130762166,26,0.8111505010269044,0.18884949897309555,0.7945558967542561,0.20544410324574391,0.5212609984583639,0.47873900154163607,0.27582346299301014,0.7241765370069899,0.6435943062872406,0.35640569371275943,0.2996143627739295,0.7003856372260705,0.27333607020044637,0.7266639297995536,0.5825416695335441,0.41745833046645586,0.8620696450270974,0.13793035497290262,0.459296050118272,0.540703949881728,0.23812847369589452,0.7618715263041055,0.8992346782058869,0.10076532179411313,0.9594570236613966,0.040542976338603376,0.9492114185616485,0.05078858143835152,0.7543530611771988,0.2456469388228012,0.9107262809002787,0.08927371909972126,0.6307380248508427,0.36926197514915726,0.017550114412476135,0.9824498855875239,0.0017033126447191882,0.9982966873552808,0.03126232407719204,0.9687376759228079,0.0014535588285775076,0.9985464411714224,0.027502255356629944,0.97249774464337,0.0013618954255930418,0.9986381045744069,0.40973117767372813,0.5902688223262719,0.3538695367112784,0.6461304632887216,0.2752307465325306,0.7247692534674695,0.7580791611441957,0.08927371909972126
balanced,dopt_exchange_from_hybrid_balanced,2,synthetic_high_biomass_low_N_maintenance,maintenance,synthetic,216.0,"16, 18, 20, 18",182.31517626772052,High biomass with low N creates low-growth sugar consumption windows for m0.,182.31517626772052,0.6844487513756076,213766.9529867308,3.2018454761718645e-06,312319.8815939122,1.8017405370208786,26,0.7247074411386378,0.27529255886136217,0.7684691264037864,0.2315308735962136,0.46372396497741514,0.5362760350225848,0.25439887754921486,0.7456011224507851,0.5853070639587593,0.4146929360412407,0.2741862508793945,0.7258137491206055,0.2587312335005166,0.7412687664994835,0.4650873965659522,0.5349126034340478,0.8250141685650084,0.17498583143499158,0.4246099202676578,0.5753900797323421,0.22667851072282186,0.7733214892771781,0.6171897219847583,0.3828102780152417,0.5127304004025983,0.4872695995974017,0.5982271615607837,0.4017728384392163,0.7500505635984763,0.24994943640152367,0.9075223434240316,0.0924776565759684,0.2823875741173551,0.7176124258826448,0.00788199380178612,0.9921180061982139,0.0004308588023993061,0.9995691411976007,0.014271981212288714,0.9857280187877113,0.00038425516138560975,0.9996157448386144,0.012721053946597357,0.9872789460534026,0.00035271064872916615,0.9996472893512708,0.19129362797108954,0.8087063720289105,0.1595894656855353,0.8404105343144647,0.12336854701200853,0.8766314529879915,0.8454359625651631,0.0924776565759684
balanced,dopt_exchange_from_hybrid_balanced,3,synthetic_lit_SM410_18C_highN_ester,literature_nitrogen_high,synthetic,216.0,"18, 18, 18, 18",189.55824146081588,Literature SM410-like high YAN tests ester capacity and nitrogen-saturated aroma phase.,189.55824146081588,0.7214970798342631,258569.56879038102,2.7903402678416944e-06,358379.2312087773,1.643331942935194,26,0.46178972736339424,0.5382102726366058,0.4817233609997546,0.5182766390002453,0.3445777061473081,0.6554222938526919,0.23249792173110567,0.7675020782688944,0.4297028557359547,0.5702971442640453,0.23817761401925155,0.7618223859807485,0.21841243045116848,0.7815875695488315,0.3721029673567499,0.62789703264325,0.6690399110289382,0.33096008897106177,0.3476286495252742,0.6523713504747257,0.21503907692596153,0.7849609230740384,0.5066514854215303,0.49334851457846973,0.45377239444425155,0.5462276055557485,0.505044865550216,0.494955134449784,0.5779302150679357,0.42206978493206426,0.839453410799579,0.16054658920042097,0.21782143405242366,0.7821785659475764,0.003321678691841489,0.9966783213081585,0.00035925755541329086,0.9996407424445867,0.00608251247136131,0.9939174875286387,0.0003219354045550662,0.999678064595445,0.005407407387728069,0.994592592612272,0.000292701761336283,0.9997072982386637,0.15363323080135358,0.8463667691986464,0.1318854872744221,0.8681145127255779,0.10152884238110145,0.8984711576188985,0.8672629183108078,0.16054658920042097
balanced,dopt_exchange_from_hybrid_balanced,4,synthetic_glucose_rich_fructose_pulse,sugar_separation,synthetic,216.0,"17, 20, 23, 20",193.89835265869823,High glucose plus fructose pulse separates glucose and fructose uptake/yield directions.,193.89835265869823,0.8050078489814915,292285.42533263785,2.7541840242815583e-06,363083.9447123925,1.4278833495965402,26,0.429157610151605,0.570842389848395,0.4354933613192537,0.5645066386807462,0.24191050397904842,0.7580894960209515,0.18816745870908386,0.8118325412909162,0.36730287065862666,0.6326971293413733,0.21226958380717684,0.7877304161928231,0.17966900706678215,0.8203309929332179,0.3300865897808398,0.6699134102191602,0.5914554866637408,0.4085445133362592,0.28726135265654806,0.7127386473434519,0.19273458887812894,0.8072654111218711,0.4809788582600991,0.5190211417399009,0.4463339796245765,0.5536660203754236,0.491372245662261,0.508627754337739,0.5293310011633279,0.4706689988366721,0.8141904680275919,0.18580953197240813,0.19554703627952144,0.8044529637204786,0.0027778741840500344,0.9972221258159499,0.0002828531657102538,0.9997171468342897,0.005087987977190316,0.9949120120228097,0.0002514267623335433,0.9997485732376664,0.0045196163286541375,0.9954803836713458,0.0002281487261773579,0.9997718512738226,0.1067609326908593,0.8932390673091407,0.0918809188633765,0.9081190811366235,0.07060558555905698,0.9293944144409431,0.8825333774032252,0.18580953197240813
balanced,dopt_exchange_from_hybrid_balanced,5,synthetic_high_sugar_reference,synthetic_baseline,synthetic,216.0,"18, 20, 20, 18",196.74917267653785,Synthetic high-sugar operating point close to the current synthetic dataset.,196.74917267653785,0.8375532248803489,341053.95082707854,2.4557792772938903e-06,407202.71941619087,1.352026800160752,26,0.4106604035647035,0.5893395964352965,0.4070129569961264,0.5929870430038736,0.2059671235660522,0.7940328764339478,0.1803406202114548,0.8196593797885452,0.31602278314986904,0.683977216850131,0.19904594653218058,0.8009540534678194,0.1649216498111284,0.8350783501888717,0.296227190095002,0.703772809904998,0.5423415078020071,0.4576584921979929,0.2567608217468235,0.7432391782531764,0.18524528808965718,0.8147547119103429,0.46194249073978166,0.5380575092602183,0.43786474997820757,0.5621352500217924,0.48046383495159284,0.5195361650484072,0.4966931978662807,0.5033068021337193,0.7957894733118152,0.20421052668818485,0.1774658533213265,0.8225341466786735,0.0024907599248960408,0.997509240075104,0.00024468880839777305,0.9997553111916022,0.004581782163548507,0.9954182178364515,0.00021573061336205618,0.9997842693866379,0.004063988191668774,0.9959360118083312,0.00019403948200549513,0.9998059605179945,0.08866543459153395,0.911334565408466,0.07706543606180577,0.9229345639381943,0.059437137387435564,0.9405628626125644,0.8899805160129276,0.20421052668818485
balanced,dopt_exchange_from_hybrid_balanced,6,synthetic_viable_biomass_step,biomass_input,synthetic,216.0,"18, 22, 22, 18",199.07678702001115,Known viable biomass addition tests rate proportionality to X and supports yield separation.,199.07678702001115,0.8701083885269207,364728.67093568004,2.3856319995209932e-06,419176.1345424559,1.2927104962730682,26,0.3867099685686661,0.6132900314313339,0.37894132149027604,0.621058678509724,0.19325594795299733,0.8067440520470026,0.16420696207838387,0.8357930379216161,0.2880732826049151,0.711926717395085,0.18508090210463424,0.8149190978953658,0.16139908476668272,0.8386009152333173,0.27520287392685155,0.7247971260731485,0.4742095375617826,0.5257904624382175,0.24398415390768904,0.756015846092311,0.17831298724003308,0.8216870127599669,0.44092272627566065,0.5590772737243394,0.41714629890287813,0.5828537010971219,0.4504815308082032,0.5495184691917968,0.46964473764516057,0.5303552623548394,0.7797117152527955,0.22028828474720452,0.148902214884457,0.851097785115543,0.002278417498894939,0.9977215825011051,0.00022999037534258336,0.9997700096246575,0.004180781136895033,0.995819218863105,0.0002003187341674367,0.9997996812658325,0.003698720106320869,0.9963012798936791,0.0001762466251404963,0.9998237533748595,0.08223920280202943,0.9177607971979705,0.0697189275901468,0.9302810724098531,0.05139604657326489,0.9486039534267351,0.8961152198564132,0.22028828474720452
balanced,dopt_exchange_from_hybrid_balanced,7,synthetic_lit_SM410_24C_highN_strip,literature_temp_strip,synthetic,168.0,"20, 24, 24, 20",201.0479575671353,High YAN plus warm high-rate fermentation excites CO2 stripping and temperature-partition effects.,201.0479575671353,0.8866542149223443,399091.9234227926,2.2216791743566177e-06,450109.9940722057,1.2518644571067907,26,0.37062567008000286,0.6293743299199972,0.36987929129580943,0.6301207087041906,0.17944973819975785,0.8205502618002422,0.15935265892681572,0.8406473410731843,0.26353022892496053,0.7364697710750394,0.17694202412633167,0.8230579758736684,0.15721789001669936,0.8427821099833006,0.2553998404139339,0.7446001595860661,0.4598494197108179,0.5401505802891822,0.22963840660973692,0.7703615933902631,0.17498563253530608,0.8250143674646939,0.4058394103556011,0.5941605896443989,0.41322710854136424,0.5867728914586358,0.44991500066904155,0.5500849993309584,0.4349564879500092,0.5650435120499908,0.7586865868001799,0.24131341319982014,0.14637034041215333,0.8536296595878466,0.0019376173640554177,0.9980623826359446,0.0002007392325532163,0.9997992607674467,0.0035560120935098877,0.9964439879064901,0.00017544455385643673,0.9998245554461436,0.0031461193173558818,0.9968538806826441,0.00015499142477017107,0.9998450085752298,0.06998055388968205,0.930019446110318,0.05975434737614624,0.9402456526238537,0.04413562839084804,0.9558643716091519,0.9010819653768082,0.24131341319982014
balanced,dopt_exchange_from_hybrid_balanced,8,synthetic_lit_SM70_warm_shift_Nrescue,literature_nitrogen_timing,synthetic,216.0,"16, 18, 24, 20",202.8051702289451,Low initial YAN with operational N rescue tests phase transition timing and practical nutrient intervention.,202.8051702289451,0.9263982919528118,429822.5381754787,2.1553041305958736e-06,463971.6436322755,1.1887796647758133,26,0.3614814020536292,0.6385185979463708,0.3654397143798267,0.6345602856201733,0.1609322679884837,0.8390677320115163,0.15258354456489753,0.8474164554351025,0.232877071190398,0.767122928809602,0.1666326174375337,0.8333673825624663,0.14953309022614505,0.850466909773855,0.2336730465400795,0.7663269534599205,0.45545017769138935,0.5445498223086107,0.20698707104785094,0.793012928952149,0.16747859542336077,0.8325214045766393,0.3681534662140072,0.6318465337859929,0.3357947956636238,0.6642052043363762,0.39016123235403205,0.609838767645968,0.4188110284598102,0.5811889715401898,0.7532204032979304,0.24677959670206961,0.1430303460553163,0.8569696539446837,0.0018650346387592055,0.9981349653612408,0.0001714589882501927,0.9998285410117498,0.0034206228590936763,0.9965793771409063,0.0001490835800454124,0.9998509164199546,0.003025458509563376,0.9969745414904366,0.00013151741035048595,0.9998684825896496,0.06109579283715715,0.9389042071628428,0.05176118742610355,0.9482388125738964,0.0383532533005253,0.9616467466994747,0.9039796219179004,0.24677959670206961
balanced,dopt_exchange_from_hybrid_balanced,9,synthetic_lit_SM230_18C_midN_reference,literature_nitrogen_mid,synthetic,216.0,"18, 18, 18, 18",204.358782306733,Literature SM230-like mid YAN reference near reported higher-alcohol optimum.,204.358782306733,0.949754984173188,472425.9354074069,2.0103785863368107e-06,497418.74828767404,1.15419884520681,26,0.35350623313838775,0.6464937668616122,0.35151193971291744,0.6484880602870826,0.14776393862166803,0.852236061378332,0.1483093426976968,0.8516906573023032,0.21370855222835483,0.7862914477716452,0.15952523853770448,0.8404747614622955,0.14246944277030388,0.8575305572296961,0.2188227156556845,0.7811772843443154,0.44762026941478145,0.5523797305852185,0.19427017821406603,0.805729821785934,0.16335994593719827,0.8366400540628017,0.35718068578957224,0.6428193142104277,0.3278397421464204,0.6721602578535796,0.3844496902598843,0.6155503097401157,0.4027221627461559,0.5972778372538441,0.7423849061163976,0.2576150938836024,0.13546677157591694,0.8645332284240831,0.0017692736496567123,0.9982307263503433,0.00015751324635213145,0.9998424867536478,0.003248810481162979,0.996751189518837,0.00013589571575661365,0.9998641042842434,0.0028698338268763886,0.9971301661731237,0.00011938884141480765,0.9998806111585852,0.056121762826373295,0.9438782371736267,0.04747541280395479,0.9525245871960452,0.035194702379505526,0.9648052976204945,0.9068232480487847,0.2576150938836024
