policy,species,capture_interval,start_h,end_h,duration_h,capture_stage_1_c,capture_stage_2_c,maximum_capture_interval_h,maximum_capture_interval_policy,within_approved_duration,captured_mass_mean_ug,captured_mass_min_ug,captured_mass_max_ug,cumulative_mass_start_mean_ug,cumulative_mass_end_mean_ug,mass_conservation_max_abs_error_ug,maximum_trap_loading,maximum_trap_loading_policy,trap_loading_constraint_satisfied,vessel_change_required,strategy,dose_design,sampling_mode,tank_review_mapping,candidate_id,canonical_policy_hash,watermark,candidate_only_not_for_physical_execution
cold_early_N76,isoamyl_acetate,6,66.0,74.0,8.0,0.0,-40.0,,unbounded_by_hardware,True,24.148781225415604,9.587948543628457,101.49117143554184,45.82388558651394,69.97266681192956,5.684341886080802e-14,,not_applicable_for_sampling_nozzle,True,False,II_diagonal_1,N76_all_conservative,partially_harmonized,TK31,707410af2741165f,0a015af39a2bee3e071faf8b0125482e58bf7c56ccbf34366daca852b271a235,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
cold_early_N76,isoamyl_acetate,7,74.0,90.0,16.0,0.0,-40.0,,unbounded_by_hardware,True,51.66584842395195,25.01116254913687,180.7349497935213,69.97266681192956,121.6385152358815,5.684341886080802e-14,,not_applicable_for_sampling_nozzle,True,False,II_diagonal_1,N76_all_conservative,partially_harmonized,TK31,707410af2741165f,0a015af39a2bee3e071faf8b0125482e58bf7c56ccbf34366daca852b271a235,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
cold_early_N76,isoamyl_acetate,8,90.0,98.0,8.0,0.0,-40.0,,unbounded_by_hardware,True,25.013346391913956,11.432534071615265,77.95403492835987,121.6385152358815,146.65186162779548,5.684341886080802e-14,,not_applicable_for_sampling_nozzle,True,False,II_diagonal_1,N76_all_conservative,partially_harmonized,TK31,707410af2741165f,0a015af39a2bee3e071faf8b0125482e58bf7c56ccbf34366daca852b271a235,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
cold_early_N76,isoamyl_acetate,9,98.0,170.0,72.0,0.0,-40.0,,unbounded_by_hardware,True,125.66496728203771,62.00075060818655,343.8210482962754,146.65186162779548,272.31682890983313,5.684341886080802e-14,,not_applicable_for_sampling_nozzle,True,False,II_diagonal_1,N76_all_conservative,partially_harmonized,TK31,707410af2741165f,0a015af39a2bee3e071faf8b0125482e58bf7c56ccbf34366daca852b271a235,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
warm_late_N76,ethyl_acetate,1,0.0,22.0,22.0,0.0,-40.0,,unbounded_by_hardware,True,292.726337200382,0.06756280957180416,3216.2219685274704,0.0,292.726337200382,0.0,,not_applicable_for_sampling_nozzle,True,False,II_diagonal_1,N76_all_conservative,partially_harmonized,TK32,707410af2741165f,0a015af39a2bee3e071faf8b0125482e58bf7c56ccbf34366daca852b271a235,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
warm_late_N76,ethyl_acetate,2,22.0,26.0,4.0,0.0,-40.0,,unbounded_by_hardware,True,481.00084079550925,0.058576266347277084,7066.967608251887,292.726337200382,773.7271779958912,0.0,,not_applicable_for_sampling_nozzle,True,False,II_diagonal_1,N76_all_conservative,partially_harmonized,TK32,707410af2741165f,0a015af39a2bee3e071faf8b0125482e58bf7c56ccbf34366daca852b271a235,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
warm_late_N76,ethyl_acetate,3,26.0,42.0,16.0,0.0,-40.0,,unbounded_by_hardware,True,3331.3105201417166,1.1489206013793591,42646.093176141396,773.7271779958912,4105.037698137608,0.0,,not_applicable_for_sampling_nozzle,True,False,II_diagonal_1,N76_all_conservative,partially_harmonized,TK32,707410af2741165f,0a015af39a2bee3e071faf8b0125482e58bf7c56ccbf34366daca852b271a235,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
warm_late_N76,ethyl_acetate,4,42.0,50.0,8.0,0.0,-40.0,,unbounded_by_hardware,True,2291.4588754047863,0.9885554983047768,26868.51677042699,4105.037698137608,6396.496573542394,0.0,,not_applicable_for_sampling_nozzle,True,False,II_diagonal_1,N76_all_conservative,partially_harmonized,TK32,707410af2741165f,0a015af39a2bee3e071faf8b0125482e58bf7c56ccbf34366daca852b271a235,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
warm_late_N76,ethyl_acetate,5,50.0,66.0,16.0,0.0,-40.0,,unbounded_by_hardware,True,4934.984893545923,2.3747860218230987,60324.15189661241,6396.496573542394,11331.481467088317,0.0,,not_applicable_for_sampling_nozzle,True,False,II_diagonal_1,N76_all_conservative,partially_harmonized,TK32,707410af2741165f,0a015af39a2bee3e071faf8b0125482e58bf7c56ccbf34366daca852b271a235,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
warm_late_N76,ethyl_acetate,6,66.0,74.0,8.0,0.0,-40.0,,unbounded_by_hardware,True,2319.0106283074438,1.188438005939787,29655.983107029737,11331.481467088317,13650.492095395763,0.0,,not_applicable_for_sampling_nozzle,True,False,II_diagonal_1,N76_all_conservative,partially_harmonized,TK32,707410af2741165f,0a015af39a2bee3e071faf8b0125482e58bf7c56ccbf34366daca852b271a235,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
warm_late_N76,ethyl_acetate,7,74.0,90.0,16.0,0.0,-40.0,,unbounded_by_hardware,True,3863.361353828853,2.03873356501515,50815.298372270656,13650.492095395763,17513.853449224614,0.0,,not_applicable_for_sampling_nozzle,True,False,II_diagonal_1,N76_all_conservative,partially_harmonized,TK32,707410af2741165f,0a015af39a2bee3e071faf8b0125482e58bf7c56ccbf34366daca852b271a235,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
warm_late_N76,ethyl_acetate,8,90.0,98.0,8.0,0.0,-40.0,,unbounded_by_hardware,True,1372.6108789711811,0.7316597002138252,18375.485946466186,17513.853449224614,18886.464328195798,0.0,,not_applicable_for_sampling_nozzle,True,False,II_diagonal_1,N76_all_conservative,partially_harmonized,TK32,707410af2741165f,0a015af39a2bee3e071faf8b0125482e58bf7c56ccbf34366daca852b271a235,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
warm_late_N76,ethyl_acetate,9,98.0,162.0,64.0,0.0,-40.0,,unbounded_by_hardware,True,5803.143491128147,3.0285308873805654,76956.23694203145,18886.464328195798,24689.607819323945,0.0,,not_applicable_for_sampling_nozzle,True,False,II_diagonal_1,N76_all_conservative,partially_harmonized,TK32,707410af2741165f,0a015af39a2bee3e071faf8b0125482e58bf7c56ccbf34366daca852b271a235,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
warm_late_N76,ethyl_octanoate,1,0.0,22.0,22.0,0.0,-40.0,,unbounded_by_hardware,True,0.2663841058244511,0.05107746144622562,2.3082769891201176,0.0,0.2663841058244511,7.105427357601002e-15,,not_applicable_for_sampling_nozzle,True,False,II_diagonal_1,N76_all_conservative,partially_harmonized,TK32,707410af2741165f,0a015af39a2bee3e071faf8b0125482e58bf7c56ccbf34366daca852b271a235,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
warm_late_N76,ethyl_octanoate,2,22.0,26.0,4.0,0.0,-40.0,,unbounded_by_hardware,True,0.4538629642161837,0.04750695381810699,6.632931399495106,0.2663841058244511,0.7202470700406347,7.105427357601002e-15,,not_applicable_for_sampling_nozzle,True,False,II_diagonal_1,N76_all_conservative,partially_harmonized,TK32,707410af2741165f,0a015af39a2bee3e071faf8b0125482e58bf7c56ccbf34366daca852b271a235,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
warm_late_N76,ethyl_octanoate,3,26.0,42.0,16.0,0.0,-40.0,,unbounded_by_hardware,True,4.766681845203221,1.5444474032747502,44.409673319879346,0.7202470700406347,5.486928915243856,7.105427357601002e-15,,not_applicable_for_sampling_nozzle,True,False,II_diagonal_1,N76_all_conservative,partially_harmonized,TK32,707410af2741165f,0a015af39a2bee3e071faf8b0125482e58bf7c56ccbf34366daca852b271a235,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
warm_late_N76,ethyl_octanoate,4,42.0,50.0,8.0,0.0,-40.0,,unbounded_by_hardware,True,4.086909468147626,2.390060926067356,25.12193065682648,5.486928915243856,9.57383838339148,7.105427357601002e-15,,not_applicable_for_sampling_nozzle,True,False,II_diagonal_1,N76_all_conservative,partially_harmonized,TK32,707410af2741165f,0a015af39a2bee3e071faf8b0125482e58bf7c56ccbf34366daca852b271a235,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
warm_late_N76,ethyl_octanoate,5,50.0,66.0,16.0,0.0,-40.0,,unbounded_by_hardware,True,9.691163409177802,5.232645346015456,47.9295049899585,9.57383838339148,19.265001792569283,7.105427357601002e-15,,not_applicable_for_sampling_nozzle,True,False,II_diagonal_1,N76_all_conservative,partially_harmonized,TK32,707410af2741165f,0a015af39a2bee3e071faf8b0125482e58bf7c56ccbf34366daca852b271a235,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
warm_late_N76,ethyl_octanoate,6,66.0,74.0,8.0,0.0,-40.0,,unbounded_by_hardware,True,4.771785223665486,2.4822873705300026,20.636128075707788,19.265001792569283,24.03678701623477,7.105427357601002e-15,,not_applicable_for_sampling_nozzle,True,False,II_diagonal_1,N76_all_conservative,partially_harmonized,TK32,707410af2741165f,0a015af39a2bee3e071faf8b0125482e58bf7c56ccbf34366daca852b271a235,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
warm_late_N76,ethyl_octanoate,7,74.0,90.0,16.0,0.0,-40.0,,unbounded_by_hardware,True,7.949320385503352,4.225850979770112,31.949388533749726,24.03678701623477,31.986107401738124,7.105427357601002e-15,,not_applicable_for_sampling_nozzle,True,False,II_diagonal_1,N76_all_conservative,partially_harmonized,TK32,707410af2741165f,0a015af39a2bee3e071faf8b0125482e58bf7c56ccbf34366daca852b271a235,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
warm_late_N76,ethyl_octanoate,8,90.0,98.0,8.0,0.0,-40.0,,unbounded_by_hardware,True,2.661812865772431,1.5279164869146555,10.098514475696788,31.986107401738124,34.64792026751055,7.105427357601002e-15,,not_applicable_for_sampling_nozzle,True,False,II_diagonal_1,N76_all_conservative,partially_harmonized,TK32,707410af2741165f,0a015af39a2bee3e071faf8b0125482e58bf7c56ccbf34366daca852b271a235,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
warm_late_N76,ethyl_octanoate,9,98.0,162.0,64.0,0.0,-40.0,,unbounded_by_hardware,True,10.785657741987905,5.522136218859039,38.223904774845664,34.64792026751055,45.433578009498454,7.105427357601002e-15,,not_applicable_for_sampling_nozzle,True,False,II_diagonal_1,N76_all_conservative,partially_harmonized,TK32,707410af2741165f,0a015af39a2bee3e071faf8b0125482e58bf7c56ccbf34366daca852b271a235,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
warm_late_N76,isoamyl_acetate,1,0.0,22.0,22.0,0.0,-40.0,,unbounded_by_hardware,True,0.6760378420797972,0.02872625099219664,8.880229604629147,0.0,0.6760378420797972,5.684341886080802e-14,,not_applicable_for_sampling_nozzle,True,False,II_diagonal_1,N76_all_conservative,partially_harmonized,TK32,707410af2741165f,0a015af39a2bee3e071faf8b0125482e58bf7c56ccbf34366daca852b271a235,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
warm_late_N76,isoamyl_acetate,2,22.0,26.0,4.0,0.0,-40.0,,unbounded_by_hardware,True,1.9672444856937437,0.039863585128591075,25.807516543299474,0.6760378420797972,2.6432823277735413,5.684341886080802e-14,,not_applicable_for_sampling_nozzle,True,False,II_diagonal_1,N76_all_conservative,partially_harmonized,TK32,707410af2741165f,0a015af39a2bee3e071faf8b0125482e58bf7c56ccbf34366daca852b271a235,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
warm_late_N76,isoamyl_acetate,3,26.0,42.0,16.0,0.0,-40.0,,unbounded_by_hardware,True,29.690482477338925,4.773103486929686,156.32465972765192,2.6432823277735413,32.333764805112466,5.684341886080802e-14,,not_applicable_for_sampling_nozzle,True,False,II_diagonal_1,N76_all_conservative,partially_harmonized,TK32,707410af2741165f,0a015af39a2bee3e071faf8b0125482e58bf7c56ccbf34366daca852b271a235,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
warm_late_N76,isoamyl_acetate,4,42.0,50.0,8.0,0.0,-40.0,,unbounded_by_hardware,True,28.53529673108517,14.834874941255432,96.6602413199578,32.333764805112466,60.86906153619764,5.684341886080802e-14,,not_applicable_for_sampling_nozzle,True,False,II_diagonal_1,N76_all_conservative,partially_harmonized,TK32,707410af2741165f,0a015af39a2bee3e071faf8b0125482e58bf7c56ccbf34366daca852b271a235,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
warm_late_N76,isoamyl_acetate,5,50.0,66.0,16.0,0.0,-40.0,,unbounded_by_hardware,True,71.01946060293179,38.60717562153236,193.94460912666335,60.86906153619764,131.8885221391294,5.684341886080802e-14,,not_applicable_for_sampling_nozzle,True,False,II_diagonal_1,N76_all_conservative,partially_harmonized,TK32,707410af2741165f,0a015af39a2bee3e071faf8b0125482e58bf7c56ccbf34366daca852b271a235,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
warm_late_N76,isoamyl_acetate,6,66.0,74.0,8.0,0.0,-40.0,,unbounded_by_hardware,True,35.97638438503746,18.4728147170852,86.74989975225088,131.8885221391294,167.86490652416688,5.684341886080802e-14,,not_applicable_for_sampling_nozzle,True,False,II_diagonal_1,N76_all_conservative,partially_harmonized,TK32,707410af2741165f,0a015af39a2bee3e071faf8b0125482e58bf7c56ccbf34366daca852b271a235,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
warm_late_N76,isoamyl_acetate,7,74.0,90.0,16.0,0.0,-40.0,,unbounded_by_hardware,True,61.38567471283078,31.939153434710633,139.67762099297875,167.86490652416688,229.25058123699768,5.684341886080802e-14,,not_applicable_for_sampling_nozzle,True,False,II_diagonal_1,N76_all_conservative,partially_harmonized,TK32,707410af2741165f,0a015af39a2bee3e071faf8b0125482e58bf7c56ccbf34366daca852b271a235,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
warm_late_N76,isoamyl_acetate,8,90.0,98.0,8.0,0.0,-40.0,,unbounded_by_hardware,True,21.442802232217282,12.10117352318889,46.890276971842354,229.25058123699768,250.69338346921495,5.684341886080802e-14,,not_applicable_for_sampling_nozzle,True,False,II_diagonal_1,N76_all_conservative,partially_harmonized,TK32,707410af2741165f,0a015af39a2bee3e071faf8b0125482e58bf7c56ccbf34366daca852b271a235,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
warm_late_N76,isoamyl_acetate,9,98.0,162.0,64.0,0.0,-40.0,,unbounded_by_hardware,True,88.52309888981507,38.47454527309941,179.32249035675295,250.69338346921495,339.21648235903,5.684341886080802e-14,,not_applicable_for_sampling_nozzle,True,False,II_diagonal_1,N76_all_conservative,partially_harmonized,TK32,707410af2741165f,0a015af39a2bee3e071faf8b0125482e58bf7c56ccbf34366daca852b271a235,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
